ISIN,SP_Rating,Moody_Rating,Currency,Is_Emerging_Market,Seniority,Callable,Days_to_Settle,Collateral_Type,Coupon_Frequency,Coupon_Type,Industry_Group,Industry_Sector,Industry_SubGroup,Issuer_Name,Ticker,Country_Of_Domicile
7539,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
7611,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
3989,9,7,0,0,0,0,3,0,0,1,0,0,5,735,252,4
6573,0,7,0,0,2,0,3,2,0,1,28,3,37,1092,594,4
1578,16,4,0,0,2,0,3,4,0,1,0,0,5,402,314,4
7847,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
7618,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
7674,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
7615,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
8059,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
7613,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
7609,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
8018,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
7709,7,5,0,0,2,1,3,2,0,1,10,0,75,1321,942,4
8056,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
7937,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
1374,16,10,0,0,2,0,3,4,0,1,20,7,29,398,310,4
3961,16,4,0,0,2,0,3,4,0,1,20,7,29,730,509,4
3962,16,4,0,0,2,0,3,4,0,1,20,7,29,730,509,4
4656,16,6,0,0,2,0,3,4,0,1,20,7,29,820,633,4
7544,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
7537,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
11770,16,10,0,0,2,0,3,4,0,1,1,0,12,1890,973,4
2982,9,18,0,0,2,0,3,4,0,1,29,8,40,448,66,4
7755,10,1,0,0,2,0,3,2,0,1,1,0,12,1329,980,4
8061,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
4503,16,10,0,0,2,0,3,2,0,1,26,8,43,784,69,4
6797,0,15,0,0,2,0,3,4,0,1,20,7,29,1166,310,4
6829,16,10,0,0,2,0,3,2,0,1,45,1,125,1177,877,20
11771,16,10,0,0,2,0,3,4,0,1,1,0,12,1890,973,4
5990,9,15,0,0,2,0,3,4,0,1,20,7,29,1009,635,4
7708,7,5,0,0,2,1,3,2,0,1,10,0,75,1321,942,4
6801,0,15,0,0,2,1,3,4,0,1,20,7,29,1166,310,4
292,6,4,0,0,2,0,3,4,0,1,23,1,64,119,102,4
7542,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
7541,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
4661,16,6,0,0,2,0,3,4,0,1,20,7,29,820,633,4
663,6,5,0,0,4,0,3,6,0,1,20,7,29,208,172,4
7706,7,5,0,0,2,1,3,2,0,1,10,0,75,1321,942,4
4483,0,7,0,0,2,0,3,2,0,1,28,3,37,779,594,4
10053,16,4,0,0,0,1,3,0,3,1,0,0,5,696,311,4
10056,16,4,0,0,0,1,3,0,3,1,0,0,5,696,311,4
10054,16,4,0,0,0,1,3,0,3,1,0,0,5,696,311,4
9415,0,7,0,0,1,1,3,1,0,0,1,0,12,1432,990,4
8317,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
9646,9,7,0,0,2,0,3,4,0,1,23,1,64,1501,1109,4
9883,1,15,0,0,2,0,3,4,0,1,30,2,41,1589,540,4
1623,9,7,0,0,0,1,3,0,3,1,0,0,5,402,314,4
7041,6,5,0,0,4,0,3,17,0,1,20,7,29,1261,509,4
5992,9,15,0,0,2,0,3,4,0,1,20,7,29,1009,635,4
1622,9,7,0,0,0,1,3,0,3,1,0,0,5,402,314,4
1582,16,4,0,0,2,0,3,4,0,1,0,0,5,402,314,4
8318,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
885,1,15,0,0,2,0,3,4,0,1,4,3,4,272,209,4
4670,16,6,0,0,2,0,3,4,0,1,20,7,29,820,633,4
8246,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
8321,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
11220,16,4,0,0,2,0,3,4,0,1,1,0,1,1771,1317,4
8058,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
7722,9,10,0,0,2,0,3,4,0,1,2,1,156,1324,976,4
985,16,10,0,0,2,0,3,4,0,1,38,9,129,289,221,4
8064,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
8055,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
8320,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
1111,16,6,0,0,2,1,3,4,0,1,22,7,30,340,266,4
848,6,4,0,0,2,1,3,4,0,1,25,1,33,264,202,4
8254,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
5637,6,17,0,0,4,1,3,24,0,1,20,7,29,932,695,4
8252,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
8170,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
8249,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
6795,1,15,0,0,2,1,3,4,0,1,20,7,29,1165,310,4
487,16,10,0,0,2,0,3,4,0,1,1,0,12,184,154,4
7057,0,7,0,0,2,0,3,4,0,1,7,4,8,1267,934,4
2905,16,15,0,0,2,1,3,4,0,1,64,1,167,432,335,4
9800,1,15,0,0,2,0,3,2,0,1,6,5,7,1566,1154,4
3060,5,,0,0,2,0,3,2,0,1,10,0,65,474,366,4
11200,17,6,0,0,2,1,3,4,0,1,34,1,50,1768,1314,4
250,0,7,0,0,2,1,3,2,0,1,34,1,56,104,90,17
171,9,4,0,0,2,1,3,4,0,1,29,8,40,75,66,4
9890,1,15,0,0,2,1,3,4,0,1,30,2,41,1589,540,4
6775,5,6,0,0,2,1,3,4,0,1,46,1,81,1155,858,4
8172,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
165,9,4,0,0,2,1,3,4,0,1,29,8,40,75,66,4
5821,9,4,0,0,2,1,3,4,0,1,4,3,4,983,725,4
6802,0,15,0,0,2,1,3,4,0,1,20,7,29,1166,310,4
8537,17,6,0,0,2,1,3,4,0,1,31,4,45,1367,1013,4
11178,2,7,0,0,1,1,3,2,0,0,1,0,294,1761,1307,4
6849,1,15,0,0,1,1,3,2,0,0,20,7,29,1185,885,4
1061,3,18,0,0,2,1,3,4,0,1,8,2,82,316,244,4
9719,14,16,0,0,2,0,3,4,0,1,48,0,273,1531,1127,4
4505,4,18,0,0,2,0,3,2,0,1,26,8,43,784,69,4
1177,14,18,0,0,2,0,3,4,0,1,46,1,81,363,287,4
3025,2,4,0,0,2,0,3,4,0,1,35,4,172,459,352,4
3896,2,1,0,0,2,1,3,2,0,1,4,3,4,705,549,4
5911,1,15,0,0,2,0,3,2,0,1,26,8,43,996,736,4
9412,9,15,0,0,2,0,3,4,0,1,1,0,12,1432,990,4
9720,14,16,0,0,2,0,3,4,0,1,48,0,273,1531,1127,4
6115,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
7481,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
9606,0,15,0,0,2,0,3,4,0,1,48,0,243,1485,1098,4
9870,2,9,0,0,2,0,3,4,0,1,10,0,61,1587,96,4
9387,16,10,0,0,2,0,3,2,0,1,7,4,8,1425,1053,4
6122,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
7476,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
518,2,11,0,0,2,1,3,4,3,1,10,0,97,187,156,4
5556,6,6,0,0,2,0,3,4,0,1,21,5,28,950,709,4
6766,1,15,0,0,2,0,3,2,0,1,48,0,153,1154,302,4
1493,9,7,0,0,0,0,3,0,0,1,0,0,5,402,314,4
6000,9,15,0,0,2,0,3,4,0,1,20,7,29,1009,635,4
9735,0,2,0,0,2,1,3,2,0,1,10,0,49,1537,1132,4
11937,9,10,0,0,4,0,3,17,0,1,20,7,29,1939,142,4
6119,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
6821,8,8,0,0,2,0,3,4,0,1,4,3,146,1176,876,4
9433,9,7,0,0,2,0,3,4,3,0,1,0,1,1436,990,4
4806,6,4,0,0,2,0,3,4,0,1,23,1,64,877,102,4
4720,16,7,0,0,3,0,3,14,0,1,43,4,76,842,641,4
4774,5,5,0,0,2,0,3,4,0,1,35,4,231,871,659,4
7356,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
1532,16,4,0,0,2,0,3,4,0,1,0,0,5,402,314,4
8070,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
6518,16,4,0,0,2,1,3,4,0,1,6,5,7,1069,647,4
2235,16,6,0,0,2,0,3,4,0,1,0,0,0,20,19,8
6117,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
6474,9,4,0,0,2,0,3,2,0,1,17,1,73,1054,780,4
3356,6,4,0,0,2,0,3,4,0,1,23,1,64,576,445,4
9587,6,6,0,0,2,0,3,4,0,1,42,5,96,181,151,4
11614,16,10,0,0,2,0,3,4,0,1,35,4,184,1860,1385,4
11198,17,6,0,0,2,0,3,4,0,1,34,1,50,1768,1314,4
1225,4,18,0,0,2,0,3,4,0,1,48,0,153,381,302,4
1511,16,6,0,0,0,0,3,0,0,1,0,0,160,403,314,4
9917,9,4,0,0,2,0,3,4,0,1,36,9,275,1597,1180,4
7991,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
7226,0,7,0,0,2,0,3,2,0,1,3,2,250,1280,945,4
4765,11,14,0,0,4,1,3,6,0,1,8,2,82,865,653,4
11648,9,15,0,0,2,0,3,4,0,1,34,1,117,1864,1387,4
7994,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
3429,9,4,0,0,2,0,3,4,0,1,12,5,21,592,460,4
6162,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
7227,0,7,0,0,2,0,3,2,0,1,3,2,250,1280,945,4
11591,1,4,0,0,2,0,3,4,0,1,74,4,263,1855,1381,4
9464,1,15,0,0,2,0,3,4,0,1,48,0,200,1443,1065,4
6996,2,7,0,0,2,1,3,4,0,1,20,7,29,1246,142,4
1530,16,4,0,0,2,0,3,4,0,1,0,0,5,402,314,4
1015,6,6,0,0,2,0,3,4,0,1,51,1,132,298,230,4
9413,9,15,0,0,2,0,3,4,0,1,1,0,12,1432,990,4
11696,6,10,0,0,2,0,3,2,0,1,64,1,181,1875,664,4
13506,12,,0,0,6,1,3,6,0,3,14,5,300,2034,1500,4
4596,9,15,0,0,2,0,3,4,0,1,49,9,88,804,623,4
7867,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
3106,13,16,0,0,2,0,3,4,0,1,6,5,7,491,382,1
1077,9,15,0,0,2,0,3,4,0,1,1,0,12,326,254,4
6171,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
4561,16,6,0,0,4,0,3,17,0,1,20,7,29,793,310,4
11852,6,3,0,0,4,0,3,17,0,1,20,7,29,1909,348,4
11213,16,4,0,0,2,0,3,4,0,1,1,0,1,1771,1317,4
10013,16,18,0,0,0,1,3,0,3,1,0,0,5,696,311,4
7475,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
3644,16,15,0,0,2,0,3,4,0,1,34,1,117,643,143,4
6168,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
7999,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
583,2,11,0,0,2,1,3,4,3,1,10,0,97,187,156,4
7908,16,10,0,0,2,0,3,4,0,1,0,0,5,1354,1001,4
11668,9,7,0,0,2,0,3,2,0,1,34,1,173,1870,871,4
11527,1,4,0,0,2,0,3,4,0,1,4,3,146,1835,1363,4
11195,17,6,0,0,2,0,3,4,0,1,34,1,50,1768,1314,4
10077,0,1,0,0,2,0,3,4,0,1,42,5,230,1617,1197,4
3367,10,11,0,0,2,0,3,4,0,1,0,0,107,577,446,4
7474,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
6165,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
3275,9,10,0,0,2,0,3,4,0,1,12,5,21,544,303,4
6027,6,6,0,0,2,0,3,4,0,1,6,5,7,1016,748,4
239,5,10,0,0,2,0,3,2,0,1,1,0,54,100,88,4
4605,0,15,0,0,2,0,3,4,0,1,2,1,156,805,624,4
581,2,11,0,0,2,1,3,4,3,1,10,0,97,187,156,4
462,0,7,0,0,2,0,3,2,0,1,34,1,50,175,90,4
10136,11,12,0,0,2,1,3,4,0,1,71,5,256,1638,1211,4
7433,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
3226,12,12,0,0,2,1,3,4,0,3,2,1,191,541,422,4
8067,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
11691,6,10,0,0,2,0,3,2,0,1,64,1,181,1875,664,4
299,6,4,0,0,2,1,3,4,0,1,23,1,64,119,102,4
10174,15,13,0,0,2,0,3,4,0,1,54,4,104,1644,1217,4
6238,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
9653,9,4,0,0,2,0,3,2,0,1,12,5,199,1503,1111,4
883,1,15,0,0,2,0,3,4,0,1,4,3,4,272,209,4
7431,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
4471,17,17,0,0,2,0,3,4,0,1,46,1,81,774,604,4
6123,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
552,2,11,0,0,2,1,3,4,3,1,10,0,97,187,156,4
6246,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
8514,15,13,0,0,2,1,3,2,0,1,4,3,4,1359,1005,4
1110,16,6,0,0,2,0,3,4,0,1,22,7,30,340,266,4
7437,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
9350,17,6,0,0,2,1,3,4,0,1,1,0,1,1414,1045,4
11199,17,6,0,0,2,0,3,4,0,1,34,1,50,1768,1314,4
1494,9,7,0,0,0,0,3,0,0,1,0,0,5,402,314,4
5441,3,9,0,0,2,0,3,4,0,1,28,3,37,919,688,4
9736,0,2,0,0,2,1,3,2,0,1,10,0,49,1537,1132,4
8073,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
6655,0,7,0,0,2,0,3,4,0,1,28,3,37,1128,841,4
6120,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
6243,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
6823,8,8,0,0,2,1,3,4,0,1,4,3,146,1176,876,4
6337,6,10,0,0,2,0,3,4,0,1,8,2,155,1028,759,4
13451,6,6,0,0,4,0,3,24,0,1,20,7,29,2029,348,4
11853,6,3,0,0,4,1,3,17,0,1,20,7,29,1909,348,4
7268,1,15,0,0,2,0,3,4,0,1,33,5,47,1289,953,4
5885,12,13,0,0,2,1,3,2,0,1,2,1,156,988,728,4
13430,12,14,0,0,2,1,3,4,0,1,35,4,282,2018,1210,4
7435,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
9347,17,6,0,0,2,1,3,4,0,1,1,0,1,1414,1045,4
6592,11,12,0,0,4,1,3,6,0,1,21,5,39,1103,821,20
8594,0,9,0,0,6,0,3,6,0,1,23,1,31,780,608,4
5930,6,6,0,0,2,0,3,4,0,1,26,8,38,998,738,4
4383,21,13,0,0,3,1,3,3,0,1,35,4,187,746,580,4
4371,10,2,0,0,2,0,3,4,0,1,29,8,40,704,548,4
13127,14,13,0,0,4,1,3,6,0,1,14,5,300,1986,1469,4
2227,16,6,0,0,2,0,3,4,0,1,0,0,0,20,19,8
6118,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
9771,1,4,0,0,2,0,3,4,0,1,20,7,29,1552,50,4
8568,11,14,0,0,4,1,3,6,0,1,27,4,116,1375,1021,4
6241,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
6018,10,2,0,0,2,0,3,4,0,1,17,1,213,1013,747,4
3093,6,6,0,0,2,0,3,4,0,1,16,5,23,489,379,4
3454,9,4,0,0,2,0,3,4,0,1,35,4,203,600,466,4
4698,6,5,0,0,4,0,3,17,0,1,20,7,29,830,448,4
9759,12,13,0,0,2,1,3,2,0,1,3,2,269,1546,1141,1
4384,15,14,0,0,6,1,3,6,0,1,35,4,187,746,580,4
11676,6,10,0,0,2,0,3,2,0,1,64,1,181,1875,664,4
1531,16,4,0,0,2,0,3,4,0,1,0,0,5,402,314,4
7907,16,10,0,0,2,0,3,4,0,1,0,0,5,1354,1001,4
9345,17,6,0,0,2,1,3,4,0,1,1,0,1,1414,1045,4
11644,9,15,0,0,2,0,3,4,0,1,34,1,117,1864,1387,4
9954,18,20,0,0,2,1,3,4,0,3,12,5,199,1615,1196,4
6113,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
7228,0,7,0,0,2,0,3,2,0,1,3,2,250,1280,945,4
2901,16,15,0,0,2,0,3,4,0,1,64,1,167,432,335,4
7926,16,10,0,0,2,0,3,4,0,1,0,0,5,1354,1001,4
492,2,11,0,0,2,0,3,2,0,1,10,0,97,187,156,4
6163,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
10867,13,16,0,0,2,0,3,2,0,1,32,4,46,1667,1233,4
10105,3,9,0,0,2,1,3,2,0,1,7,4,8,1625,1201,8
8220,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
11169,0,7,0,0,2,0,3,4,0,1,49,9,293,1758,1306,4
13198,6,6,0,0,2,0,3,4,0,1,10,0,49,2004,1481,4
11690,6,10,0,0,2,0,3,2,0,1,64,1,181,1875,664,4
3107,13,16,0,0,2,0,3,4,0,1,6,5,7,491,382,1
6172,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
342,10,,0,0,9,0,3,14,0,1,43,4,76,142,116,1
13197,6,6,0,0,2,0,3,4,0,1,10,0,49,2004,1481,4
6169,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
7482,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
6618,1,7,0,0,2,0,3,4,0,1,28,3,37,1113,830,4
5905,1,15,0,0,2,0,3,2,0,1,26,8,43,996,736,4
4401,13,14,0,0,7,1,3,2,0,1,26,8,221,750,584,4
4402,13,14,0,0,7,1,3,2,0,1,26,8,221,750,584,4
1533,16,4,0,0,2,0,3,4,0,1,0,0,5,402,314,4
81,10,9,0,0,2,0,3,4,0,1,17,1,24,49,44,4
13196,6,6,0,0,2,0,3,4,0,1,10,0,49,2004,1481,4
4723,1,7,0,0,3,0,3,14,0,1,43,4,76,844,641,4
7485,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
6678,0,7,0,0,2,0,3,2,0,1,28,3,37,1131,828,4
11678,6,10,0,0,2,0,3,2,0,1,64,1,181,1875,664,4
4385,15,14,0,0,6,1,3,6,0,1,35,4,187,746,580,4
6166,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
10836,10,11,0,0,4,1,3,6,0,1,10,0,169,1652,1224,4
11100,1,4,0,0,2,1,3,4,0,1,38,9,129,1728,1282,4
1176,14,2,0,0,2,0,3,4,0,1,46,1,81,363,287,4
843,6,4,0,0,2,0,3,4,0,1,25,1,33,264,202,4
825,6,10,0,0,2,0,3,4,0,1,10,0,65,260,200,4
5442,3,9,0,0,2,0,3,4,0,1,28,3,37,919,688,4
7470,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
205,5,6,0,0,2,0,3,4,0,1,34,1,50,87,79,4
13130,11,12,0,0,4,1,3,6,0,1,35,4,184,1988,1470,4
989,10,16,0,0,2,1,3,2,0,1,58,4,131,293,225,4
7519,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
11689,6,10,0,0,2,0,3,2,0,1,64,1,181,1875,664,4
7596,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
5893,1,15,0,0,2,1,3,2,0,1,48,0,114,992,732,4
3359,6,4,0,0,2,1,3,4,0,1,23,1,64,576,445,4
5995,9,15,0,0,2,0,3,4,0,1,20,7,29,1009,635,4
6239,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
3790,10,11,0,0,2,1,3,2,0,1,27,4,211,671,523,4
1559,16,4,0,0,2,0,3,4,0,1,0,0,5,402,314,4
10831,1,15,0,0,2,0,3,4,0,1,29,8,85,1650,1222,4
9659,2,9,0,0,2,1,3,2,0,1,75,5,270,1506,1113,4
9943,3,16,0,0,2,1,3,2,0,1,27,4,116,1609,1191,4
697,14,16,0,0,2,1,3,2,0,1,5,4,52,231,178,4
6247,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
6767,1,15,0,0,2,1,3,2,0,1,48,0,153,1154,302,4
13279,6,6,0,0,2,0,3,4,3,1,10,0,49,2004,1481,4
1226,4,18,0,0,2,1,3,4,0,1,48,0,153,381,302,4
3705,6,6,0,0,2,0,3,4,0,1,62,5,147,666,519,4
3862,15,13,0,0,2,1,3,4,0,1,17,1,214,691,539,4
3057,5,,0,0,2,0,3,2,0,1,10,0,65,474,366,4
227,11,14,0,0,2,1,3,2,0,1,23,1,31,96,84,4
6244,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
9669,14,16,0,0,7,1,3,2,0,1,8,2,82,1508,1114,4
3119,15,22,0,0,2,0,3,4,0,1,8,2,155,495,386,4
3743,6,6,0,0,2,0,3,4,0,1,62,5,147,667,519,4
6585,13,14,0,0,2,1,3,4,0,1,46,1,81,1099,817,4
6683,9,4,0,0,2,0,3,4,0,1,4,3,17,1135,847,8
11680,6,10,0,0,2,1,3,2,0,1,64,1,181,1875,664,4
12012,16,10,0,0,2,0,3,4,3,0,0,0,5,1777,1320,4
7326,13,2,0,0,3,1,3,3,0,1,16,5,95,1316,971,4
9944,3,16,0,0,2,1,3,2,0,5,27,4,116,1609,1191,4
3704,4,18,0,0,2,0,3,4,0,1,34,1,173,665,518,4
3026,2,4,0,0,2,1,3,4,0,1,35,4,172,459,352,4
3307,10,11,0,0,2,1,3,2,0,1,26,8,43,560,429,4
8068,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
5912,1,15,0,0,2,0,3,2,0,1,26,8,43,996,736,4
1371,2,1,0,0,2,0,3,2,0,1,19,5,133,397,309,4
11007,9,4,0,0,2,0,3,4,0,1,42,5,230,1701,1259,5
3108,13,16,0,0,2,0,3,4,0,1,6,5,7,491,382,1
6116,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
7995,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
6922,9,4,0,0,2,1,3,4,0,1,0,0,160,1216,904,4
7432,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
11697,6,10,0,0,2,0,3,2,0,1,64,1,181,1875,664,4
9614,1,15,0,0,2,1,3,4,0,1,48,0,243,1488,1100,4
11222,16,4,0,0,2,0,3,4,0,1,1,0,1,1771,1317,4
13264,6,6,0,0,2,0,3,4,3,1,10,0,49,2004,1481,4
5555,6,6,0,0,2,0,3,4,0,1,21,5,28,950,709,4
6121,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
11440,14,14,0,0,2,0,3,2,0,1,66,4,182,1809,1340,4
13296,6,6,0,0,2,0,3,4,3,1,10,0,49,2004,1481,4
3243,9,10,0,0,2,1,3,4,0,1,12,5,21,544,303,4
9898,0,7,0,0,2,0,3,4,0,1,39,8,274,1592,1175,4
6784,14,14,0,0,2,1,3,2,0,1,8,2,82,1160,863,4
11682,6,10,0,0,2,1,3,2,0,1,64,1,181,1875,664,4
868,3,2,0,0,2,1,3,2,0,1,6,5,7,268,206,4
8071,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
6912,1,7,0,0,2,1,3,2,0,1,36,9,149,1214,902,4
2997,9,15,0,0,2,0,3,4,0,1,1,0,54,452,347,4
13445,0,7,0,0,2,1,3,4,0,1,10,0,65,2028,1498,4
8602,0,9,0,0,6,0,3,6,0,1,23,1,31,780,608,4
2228,16,6,0,0,2,0,3,4,0,1,0,0,0,20,19,8
8586,13,12,0,0,2,1,3,4,0,1,11,3,18,1385,1029,4
254,0,7,0,0,2,1,3,2,0,1,34,1,56,104,90,17
807,0,7,0,0,2,0,3,4,0,1,48,0,114,255,197,4
3381,1,15,0,0,2,1,3,4,0,1,20,7,29,579,448,4
3850,3,9,0,0,2,0,3,4,0,1,29,8,40,688,527,4
206,5,6,0,0,2,0,3,4,0,1,34,1,50,87,79,4
11692,6,10,0,0,2,0,3,2,0,1,64,1,181,1875,664,4
6114,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
7224,0,7,0,0,2,1,3,2,0,1,3,2,250,1280,945,4
5965,10,2,0,0,2,0,3,2,0,1,26,8,43,1001,740,4
11649,9,15,0,0,2,1,3,4,0,1,34,1,117,1864,1387,4
6164,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
11592,1,4,0,0,2,1,3,4,0,1,74,4,263,1855,1381,4
8222,16,,0,0,2,0,3,4,1,2,0,0,5,1354,1001,4
9465,1,15,0,0,2,1,3,4,0,1,48,0,200,1443,1065,4
6997,2,7,0,0,2,1,3,4,0,1,20,7,29,1246,142,4
9749,12,12,0,0,6,1,3,6,0,1,26,8,221,749,583,4
1030,11,14,0,0,2,1,3,4,0,1,52,11,134,305,233,4
7523,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
4835,3,11,0,0,2,1,3,2,0,1,10,0,97,884,668,4
8065,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
1078,9,15,0,0,2,0,3,4,0,1,1,0,12,326,254,4
3729,6,6,0,0,2,0,3,4,0,1,62,5,147,667,519,4
6173,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
8159,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
9748,12,12,0,0,6,1,3,6,0,5,26,8,221,749,583,4
11444,14,14,0,0,2,0,3,2,0,1,66,4,182,1809,1340,4
341,1,,0,0,3,0,3,14,0,1,43,4,76,141,116,1
7438,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
5539,10,16,0,0,2,1,3,2,0,1,2,1,237,948,708,4
11569,10,16,0,0,2,1,3,2,0,1,60,5,148,1846,1373,4
8074,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4
3645,16,15,0,0,2,0,3,4,0,1,34,1,117,643,143,4
6170,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
9337,17,6,0,0,2,0,3,4,3,1,1,0,1,1414,1045,4
13107,10,11,0,0,2,1,3,2,0,1,20,7,27,1975,1460,4
11118,13,16,0,0,2,1,3,2,0,1,4,3,4,1739,1291,4
6736,9,4,0,0,2,1,3,2,0,1,28,3,37,1146,851,4
9772,1,4,0,0,2,1,3,4,0,1,20,7,29,1552,50,4
11581,10,2,0,0,2,1,3,2,0,1,14,5,300,1850,1376,4
11594,9,4,0,0,2,1,3,4,0,1,38,9,122,1856,1382,4
7436,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4
11791,0,4,0,0,2,1,3,4,0,1,20,7,29,1892,142,4
3313,1,7,0,0,2,1,3,2,0,1,13,0,105,561,430,4
5448,3,1,0,0,2,1,3,2,0,1,28,3,37,920,689,4
6167,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4
7663,7,5,0,0,2,0,3,2,1,2,10,0,75,1321,942,4
10859,9,4,0,0,2,1,3,4,0,1,20,7,29,1664,1018,4
13294,6,6,0,0,2,0,3,4,3,1,10,0,49,2004,1481,4
