ISIN,SP_Rating,Moody_Rating,Currency,Is_Emerging_Market,Seniority,Callable,Days_to_Settle,Collateral_Type,Coupon_Frequency,Coupon_Type,Industry_Group,Industry_Sector,Industry_SubGroup,Issuer_Name,Ticker,Country_Of_Domicile,Risk_Stripe
790,16,4,0,0,2,1,3,4,0,1,1,0,12,251,54,4,3
10113,0,7,0,0,2,0,3,4,0,1,10,0,169,1631,1206,4,1
10161,9,15,0,0,2,0,3,4,0,1,5,4,52,1643,1216,4,2
7202,1,15,0,0,2,0,3,4,0,1,45,1,168,436,338,4,11
8297,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
941,9,4,0,0,2,0,3,4,0,1,4,3,4,283,217,4,4
4446,20,18,0,0,2,0,3,4,0,1,45,1,80,767,598,4,2
152,9,4,0,0,2,0,3,4,0,1,29,8,40,75,66,4,6
8209,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
10942,0,7,0,0,2,0,3,2,0,1,28,3,37,1093,594,4,4
833,9,18,0,0,2,0,3,2,0,1,10,0,49,262,66,4,0
4560,16,6,0,0,4,0,3,17,0,1,20,7,29,793,310,4,5
1014,6,6,0,0,2,0,3,4,0,1,51,1,132,298,230,4,2
6373,6,3,0,0,4,0,3,27,0,1,20,7,29,1032,509,4,5
8750,6,5,0,0,0,0,3,0,0,1,0,0,107,1406,20,4,3
912,6,6,0,0,2,0,3,2,0,1,45,1,125,277,212,4,2
908,6,6,0,0,2,0,3,2,0,1,45,1,125,277,212,4,2
11660,2,1,0,0,2,0,3,2,0,1,16,5,23,1868,1391,4,0
3973,17,5,0,0,2,0,3,4,0,1,29,8,219,734,574,4,6
3137,0,7,0,0,2,0,3,4,0,1,64,1,181,499,390,4,2
9520,1,15,0,0,2,0,3,4,0,1,4,3,4,205,171,4,4
3003,20,3,0,0,2,0,3,2,0,1,1,0,112,454,349,4,3
13046,9,6,0,0,2,0,3,4,0,1,4,3,202,1951,1442,4,4
6340,6,10,0,0,2,0,3,4,0,1,8,2,155,1028,759,4,4
330,1,15,0,0,2,1,3,4,0,1,8,2,77,136,117,1,4
3828,16,15,0,0,2,1,3,4,0,1,22,7,30,679,530,4,5
403,16,5,0,0,2,0,3,4,0,1,20,7,29,152,127,4,5
11497,9,15,0,0,2,1,3,2,0,1,35,4,180,1207,898,4,2
485,16,10,0,0,2,0,3,4,0,1,1,0,12,184,154,4,3
7070,0,7,0,0,2,0,3,4,0,1,7,4,8,1267,934,4,1
13425,16,10,0,0,2,0,3,2,0,1,26,8,38,2015,69,4,6
4520,16,10,0,0,2,0,3,2,0,1,26,8,43,784,69,4,6
3199,16,5,0,0,2,1,3,4,0,1,45,1,168,528,413,4,0
1112,16,6,0,0,2,1,3,4,0,1,22,7,30,340,266,4,5
11419,2,1,0,0,2,1,3,2,0,1,32,4,46,1802,1335,4,9
6892,1,4,0,0,2,0,3,2,0,1,12,5,140,1208,896,4,2
950,9,4,0,0,2,1,3,4,0,1,4,3,4,283,217,4,4
11137,1,4,0,0,2,0,3,4,0,1,10,0,65,1749,1299,4,1
1036,16,6,0,0,2,1,3,4,0,1,20,7,29,306,234,4,5
4567,16,6,0,0,4,1,3,17,0,1,20,7,29,793,310,4,5
6711,16,6,0,0,4,1,3,17,0,1,20,7,29,1143,850,4,5
334,1,15,0,0,2,1,3,4,0,1,8,2,77,136,117,1,4
3298,1,15,0,0,2,1,3,2,0,1,26,8,34,559,428,4,6
789,16,4,0,0,2,1,3,4,0,1,1,0,12,251,54,4,3
6721,0,15,0,0,1,1,3,2,0,0,28,3,37,1146,851,4,4
11435,14,18,0,0,2,0,3,2,0,1,66,4,182,1809,1340,4,9
758,13,18,0,0,2,0,3,2,0,1,10,0,108,246,189,4,7
757,13,18,0,0,2,0,3,2,0,1,10,0,108,246,189,4,7
756,13,18,0,0,2,0,3,2,3,1,10,0,108,246,189,4,7
523,2,18,0,0,2,1,3,4,3,1,10,0,97,187,156,4,7
522,2,18,0,0,2,1,3,4,3,1,10,0,97,187,156,4,7
10078,0,1,0,0,2,0,3,4,0,1,42,5,230,1617,1197,4,0
5963,10,2,0,0,2,0,3,2,0,1,26,8,43,1001,740,4,8
7461,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
7243,3,9,0,0,2,1,3,2,0,1,23,1,33,1283,947,4,0
3566,9,10,0,0,2,0,3,4,0,1,2,1,156,625,488,4,2
8664,6,4,0,0,2,0,3,4,0,1,10,0,108,1403,20,4,0
7392,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
11851,6,3,0,0,4,0,3,17,0,1,20,7,29,1909,348,4,5
75,10,9,0,0,2,0,3,4,0,1,17,1,24,49,44,4,9
8666,6,4,0,0,2,0,3,4,0,1,10,0,108,1403,20,4,0
6542,9,4,0,0,2,0,3,4,0,1,41,8,101,1081,803,4,6
8665,6,4,0,0,2,0,3,4,0,1,10,0,108,1403,20,4,0
524,2,11,0,0,2,1,3,4,3,1,10,0,97,187,156,4,7
4533,2,9,0,0,2,0,3,4,0,1,24,2,32,789,612,4,9
11206,10,9,0,0,2,0,3,4,0,1,35,4,187,1714,1271,4,12
915,6,6,0,0,2,0,3,2,0,1,45,1,125,277,212,4,2
11991,16,10,0,0,2,0,3,4,3,0,0,0,5,1777,1320,4,1
11995,16,10,0,0,2,0,3,4,1,0,0,0,5,1777,1320,4,1
2178,16,6,0,0,2,0,3,4,0,1,0,0,0,20,19,8,3
3114,11,,0,0,3,1,3,3,0,1,35,4,180,492,383,4,12
11493,9,15,0,0,2,0,3,2,0,1,35,4,180,1207,898,4,2
5978,0,7,0,0,2,0,3,2,0,1,35,4,231,1007,745,4,2
10160,9,15,0,0,2,0,3,4,0,1,5,4,52,1643,1216,4,2
565,2,11,0,0,2,1,3,4,3,1,10,0,97,187,156,4,7
7390,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
3582,6,6,0,0,2,0,3,4,0,1,12,5,21,628,490,1,2
10917,1,15,0,0,2,1,3,2,0,1,48,0,87,1688,1247,4,14
7463,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
6336,6,10,0,0,2,0,3,4,0,1,8,2,155,1028,759,4,4
3552,9,4,0,0,2,0,3,4,0,1,11,3,15,623,487,4,4
10146,8,8,0,0,2,0,3,4,0,1,34,1,50,1641,1214,4,2
1173,14,2,0,0,2,0,3,4,0,1,46,1,81,363,287,4,12
3409,9,15,0,0,2,0,3,2,0,1,60,5,142,588,457,4,0
3414,3,9,0,0,2,0,3,4,0,1,26,8,43,589,458,4,8
6353,4,18,0,0,2,1,3,2,0,1,16,5,95,1030,760,4,0
6357,0,15,0,0,2,0,3,2,0,1,28,3,37,1033,762,4,4
10921,6,6,0,0,2,0,3,4,0,1,15,1,103,1689,1248,4,2
7389,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
679,3,,0,0,9,0,3,14,0,1,43,4,76,216,174,4,13
4556,1,4,0,0,2,0,3,4,0,1,20,7,29,793,310,4,5
7391,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
11747,16,4,0,0,2,0,3,4,0,1,0,0,5,402,314,4,1
2179,16,6,0,0,2,0,3,4,0,1,0,0,0,20,19,8,3
438,0,1,0,0,2,0,3,4,0,1,3,2,86,162,136,4,6
11505,9,4,0,0,2,0,3,4,0,1,28,3,37,1827,1357,4,4
5268,13,14,0,0,4,1,3,6,0,1,0,0,71,897,670,4,0
9637,12,13,0,0,2,1,3,4,0,3,1,0,44,1494,1087,4,0
6644,13,18,0,0,2,1,3,2,0,1,34,1,50,1125,834,4,10
6626,13,11,0,0,2,1,3,2,0,1,34,1,50,1117,834,4,10
10115,0,7,0,0,2,0,3,4,0,1,10,0,169,1631,1206,4,1
7917,16,10,0,0,2,0,3,4,0,1,0,0,5,1354,1001,4,1
9292,14,2,0,0,6,1,3,6,0,1,52,11,98,1409,1042,4,0
5410,10,18,0,0,2,1,3,2,0,1,26,8,221,906,676,4,0
1536,16,4,0,0,2,0,3,4,0,1,0,0,5,402,314,4,1
11073,13,12,0,0,3,1,3,3,0,1,16,5,95,1718,1274,4,0
13210,6,6,0,0,2,0,3,4,3,1,10,0,49,2004,1481,4,5
3385,3,1,0,0,2,0,3,2,0,1,21,5,28,580,449,4,0
11138,1,4,0,0,2,0,3,4,0,1,10,0,65,1749,1299,4,1
11506,9,4,0,0,2,0,3,4,0,1,28,3,37,1827,1357,4,4
460,3,11,0,0,2,0,3,2,0,1,43,4,76,174,145,4,7
3626,1,4,0,0,0,0,3,0,0,1,10,0,63,640,498,4,1
13209,6,6,0,0,2,0,3,4,3,1,10,0,49,2004,1481,4,5
567,2,11,0,0,2,1,3,4,3,1,10,0,97,187,156,4,7
11963,9,,0,0,2,1,3,4,0,1,17,1,53,1944,1440,4,6
1306,6,6,0,0,2,0,3,2,0,1,0,0,0,389,304,7,3
316,16,6,0,0,0,0,3,0,0,1,0,0,71,128,110,4,0
5947,0,1,0,0,2,0,3,4,0,1,10,0,63,999,737,4,1
11658,2,1,0,0,2,0,3,2,0,1,16,5,23,1868,1391,4,0
6853,1,,0,0,2,0,3,4,0,1,47,0,84,1187,886,4,0
9289,14,2,0,0,6,1,3,6,0,1,52,11,98,1409,1042,4,0
566,2,11,0,0,2,1,3,4,3,1,10,0,97,187,156,4,7
13103,10,16,0,0,2,1,3,2,0,1,22,7,30,1974,1459,4,0
11952,9,10,0,0,2,0,3,4,0,1,8,2,77,1940,1437,4,4
6350,6,17,0,0,4,0,3,17,0,1,20,7,29,1029,509,4,5
9556,0,1,0,0,2,0,3,4,0,1,6,5,267,1468,1084,4,2
8621,11,12,0,0,2,1,3,2,0,1,31,4,45,1393,1036,4,9
4652,15,13,0,0,2,1,3,2,0,1,19,5,26,818,631,4,0
7312,2,1,0,0,2,1,3,2,0,1,26,8,34,1308,345,4,6
9932,2,7,0,0,4,1,3,6,0,1,20,7,29,1603,53,4,10
682,0,,0,0,6,0,3,14,0,1,43,4,76,218,174,4,13
11076,0,7,0,0,2,0,3,2,0,1,16,5,290,1720,1276,4,2
6746,0,15,0,0,2,0,3,2,0,1,48,0,114,1057,783,4,14
11153,13,11,0,0,2,1,3,2,0,1,29,8,40,1754,1303,4,8
313,9,15,0,0,2,0,3,4,0,1,42,5,70,127,109,4,6
11621,16,10,0,0,2,0,3,4,0,1,35,4,184,1860,1385,4,2
13079,0,7,0,0,2,1,3,2,0,1,34,1,56,1965,1453,4,2
7550,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
7013,1,15,0,0,2,0,3,4,0,1,28,3,37,1259,929,4,0
8622,11,12,0,0,2,1,3,2,0,1,31,4,45,1393,1036,4,9
3345,11,14,0,0,2,1,3,2,0,1,23,1,31,574,443,4,10
3049,1,4,0,0,2,0,3,4,0,1,20,7,29,472,364,4,5
6462,16,4,0,0,2,1,3,4,0,1,48,0,153,1055,781,4,14
12080,16,10,0,0,2,0,3,4,1,0,0,0,5,1777,1320,4,1
5878,16,10,0,0,2,0,3,2,0,1,45,1,168,986,727,8,2
7547,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
124,3,11,0,0,2,1,3,2,0,1,26,8,34,65,59,4,0
9503,19,18,0,0,2,1,3,2,0,4,4,3,17,1458,1078,4,15
11611,16,6,0,0,2,1,3,4,0,1,2,1,156,1859,1384,4,0
13177,9,4,0,0,2,1,3,4,0,1,48,0,311,2002,1480,4,14
3684,1,7,0,0,2,1,3,4,0,1,24,2,32,655,510,4,0
7799,3,9,0,0,2,1,3,2,0,1,28,3,37,1338,986,1,0
1364,16,,0,0,6,0,3,6,0,1,14,5,72,393,306,8,0
9472,1,15,0,0,2,1,3,2,0,1,48,0,200,1446,1068,4,0
13229,6,6,0,0,2,0,3,4,3,1,10,0,49,2004,1481,4,5
3884,10,11,0,0,2,1,3,2,0,1,8,2,82,701,547,4,9
1310,12,12,0,0,2,1,3,4,0,1,36,9,158,390,305,4,0
13158,13,16,0,0,2,1,3,4,0,1,27,4,35,1993,1473,4,0
468,15,13,0,0,3,1,3,3,0,1,51,1,94,178,148,4,0
8173,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
3621,1,4,0,0,2,0,3,4,0,1,0,0,160,639,498,4,1
727,0,,0,0,2,1,3,4,0,1,1,0,1,240,186,4,0
5436,1,5,0,0,0,1,3,0,1,2,0,0,13,916,686,13,11
11554,16,4,0,0,2,1,3,4,0,1,1,0,44,1842,1369,4,3
5816,9,4,0,0,2,1,3,4,0,1,4,3,4,983,725,4,4
7330,5,6,0,0,2,1,3,2,0,1,16,5,23,1320,975,4,2
11953,9,10,0,0,2,0,3,4,0,1,8,2,77,1940,1437,4,4
13163,12,13,0,0,2,1,3,4,0,1,10,0,65,1997,1475,4,0
5964,10,2,0,0,2,0,3,2,0,1,26,8,43,1001,740,4,8
9787,1,15,0,0,2,0,3,2,0,1,1,0,12,1563,1153,4,3
7619,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
8630,12,12,0,0,2,1,3,4,0,1,35,4,189,1397,1039,4,0
8175,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
8322,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
4629,11,16,0,0,2,1,3,2,0,1,35,4,228,811,629,4,12
13095,3,2,0,0,2,1,3,2,0,1,49,9,310,1971,1457,4,0
76,10,9,0,0,2,0,3,4,0,1,17,1,24,49,44,4,9
3044,1,15,0,0,2,1,3,2,0,1,48,0,87,468,360,4,0
3261,5,3,0,0,4,0,3,14,0,1,12,5,21,548,303,4,0
7324,13,13,0,0,2,1,3,2,0,1,6,5,239,1314,970,4,9
5421,1,15,0,0,2,1,3,2,0,1,48,0,233,909,679,4,0
13108,10,11,0,0,2,1,3,2,0,1,20,7,27,1975,1460,4,10
6540,9,4,0,0,2,1,3,4,0,1,41,8,101,1081,803,4,6
4379,9,10,0,0,0,0,3,26,0,1,0,0,106,743,578,4,1
7836,14,16,0,0,2,1,3,2,0,1,31,4,45,1350,997,4,0
9492,0,7,0,0,2,1,3,2,0,1,2,1,156,1453,1074,4,2
9566,3,11,0,0,2,1,3,2,0,1,64,1,268,1475,1090,4,10
4517,16,10,0,0,2,0,3,2,0,1,26,8,43,784,69,4,6
3692,14,2,0,0,2,1,3,4,0,1,30,2,41,658,513,1,0
7014,1,15,0,0,2,1,3,4,0,1,28,3,37,1259,929,4,0
872,11,14,0,0,2,1,3,2,0,1,23,1,121,269,207,4,0
871,11,14,0,0,2,1,3,2,0,1,23,1,121,269,207,4,0
916,6,6,0,0,2,0,3,2,0,1,45,1,125,277,212,4,2
1064,3,2,0,0,3,1,3,3,0,1,17,1,73,317,245,4,0
3493,1,15,0,0,2,0,3,4,0,1,8,2,82,606,470,4,0
11944,9,10,0,0,2,1,3,4,0,1,8,2,77,1940,1437,4,4
3901,1,15,0,0,2,1,3,4,0,1,28,3,37,97,85,4,4
3286,3,11,0,0,4,1,3,6,0,1,2,1,192,556,426,4,0
6697,0,7,0,0,2,1,3,4,0,1,20,7,29,1139,850,4,5
6650,13,11,0,0,2,1,3,2,0,1,34,1,50,1127,834,4,10
6552,12,12,0,0,2,1,3,2,0,1,4,3,4,1083,805,4,0
3023,13,14,0,0,3,1,3,3,0,1,19,5,26,457,351,4,9
5616,3,11,0,0,7,1,3,2,0,1,4,3,4,970,715,4,10
1147,1,4,0,0,2,1,3,4,0,1,35,4,60,353,278,4,2
315,9,15,0,0,2,1,3,4,0,1,42,5,70,127,109,4,6
7780,5,4,0,0,2,1,3,4,0,1,30,2,41,1333,937,4,2
3693,14,2,0,0,2,1,3,4,0,1,30,2,41,658,513,1,0
6480,0,15,0,0,2,1,3,2,0,1,48,0,114,1057,783,4,14
9945,12,13,0,0,2,1,3,4,0,1,36,9,278,1610,1192,4,8
11081,1,4,0,0,2,0,3,2,0,1,8,2,155,1722,1278,5,4
7277,20,17,0,0,2,0,3,4,0,1,1,0,54,1291,349,4,3
630,10,2,0,0,6,1,3,6,0,1,29,8,100,200,166,4,8
9692,1,15,0,0,2,1,3,4,0,1,66,4,215,1519,1119,4,14
11542,3,2,0,0,2,1,3,2,0,1,28,3,37,1839,1367,4,10
7460,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
7545,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
7462,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
887,1,15,0,0,2,1,3,4,0,1,4,3,4,272,209,4,4
8054,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
2974,14,2,0,0,7,1,3,2,0,1,37,5,126,444,343,4,0
11139,1,4,0,0,2,0,3,4,0,1,10,0,65,1749,1299,4,1
9523,1,15,0,0,2,1,3,4,0,1,4,3,4,205,171,4,4
4590,2,9,0,0,2,1,3,2,0,1,3,2,226,800,619,4,0
366,1,15,0,0,2,1,3,4,0,1,8,2,9,148,123,4,4
11606,9,15,0,0,2,0,3,2,0,1,35,4,180,1207,898,4,2
13289,6,6,0,0,2,0,3,4,3,1,10,0,49,2004,1481,4,5
7548,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
5525,14,11,0,0,2,1,3,2,0,1,23,1,236,944,706,4,10
11954,9,10,0,0,2,1,3,4,0,1,8,2,77,1940,1437,4,4
13256,6,6,0,0,2,0,3,4,3,1,10,0,49,2004,1481,4,5
13298,6,6,0,0,2,0,3,4,3,1,10,0,49,2004,1481,4,5
13169,1,15,0,0,2,1,3,4,0,1,22,7,30,1998,1476,4,0
1379,16,4,0,0,0,0,3,0,0,1,0,0,160,399,311,4,1
687,6,,0,0,6,0,3,14,0,1,43,4,76,223,174,4,13
9727,1,,0,0,4,1,3,6,0,1,14,5,242,1532,1128,4,0
9997,6,10,0,0,2,1,3,4,0,1,0,0,5,696,311,4,1
9490,0,7,0,0,2,1,3,2,0,1,2,1,156,1453,1074,4,2
7015,1,15,0,0,2,1,3,4,0,1,28,3,37,1259,929,4,0
749,16,4,0,0,2,0,3,2,0,1,1,0,1,60,54,4,3
628,12,,0,0,6,1,3,6,0,1,29,8,100,198,165,17,8
629,11,12,0,0,2,1,10,4,0,1,29,7,100,199,164,4,8
8258,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
5899,0,7,0,0,2,0,3,4,0,1,35,4,180,995,735,4,0
7620,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
11412,16,1,0,0,2,0,3,4,0,1,1,0,102,1800,1334,4,15
4829,1,15,0,0,2,0,3,4,0,1,26,8,38,881,665,4,6
11494,9,15,0,0,2,0,3,2,0,1,35,4,180,1207,898,4,2
3583,6,6,0,0,2,0,3,4,0,1,12,5,21,628,490,1,2
7201,1,15,0,0,2,0,3,4,0,1,45,1,168,436,338,4,11
9351,17,6,0,0,2,1,3,4,0,1,1,0,1,1414,1045,4,0
1107,16,6,0,0,2,0,3,4,0,1,22,7,30,340,266,4,5
3707,6,6,0,0,2,0,3,4,0,1,62,5,147,666,519,4,2
9440,1,15,0,0,2,0,3,4,0,1,74,4,263,1437,1060,4,2
9482,0,7,0,0,2,0,3,2,0,1,2,1,156,1453,1074,4,2
6872,16,15,0,0,0,0,3,0,0,1,1,0,12,1198,895,4,3
7007,9,7,0,0,0,0,3,0,0,1,0,0,160,1255,314,4,1
9352,17,6,0,0,2,1,3,4,0,1,1,0,1,1414,1045,4,0
10904,2,15,0,0,1,0,3,12,0,1,0,0,160,1684,1245,4,0
11171,3,16,0,0,2,0,3,4,0,1,26,8,221,1760,1308,4,6
7675,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
7621,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
4889,6,5,0,0,2,0,3,2,0,1,10,0,169,890,669,4,1
12630,16,0,0,0,2,0,3,4,3,0,0,0,5,1777,1320,4,1
7546,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
8323,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
7551,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
11607,9,15,0,0,2,0,3,2,0,1,35,4,180,1207,898,4,2
7549,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
11948,9,10,0,0,2,1,3,4,0,1,8,2,77,1940,1437,4,4
7711,7,5,0,0,2,1,3,2,0,1,10,0,75,1321,942,4,1
9728,1,,0,0,4,1,3,6,0,1,14,5,242,1532,1128,4,0
7327,20,18,0,0,2,0,3,4,0,1,25,1,33,1317,972,4,2
9488,0,7,0,0,2,1,3,2,0,1,2,1,156,1453,1074,4,2
4491,14,16,0,0,2,0,3,2,0,1,23,1,31,780,608,4,10
6632,16,10,0,0,2,1,3,4,0,1,20,7,29,1120,837,4,4
11093,1,15,0,0,2,0,3,4,0,1,60,5,142,1726,1281,7,0
3584,6,6,0,0,2,0,3,4,0,1,12,5,21,628,490,1,2
10057,16,18,0,0,0,1,3,0,3,1,0,0,5,696,311,4,1
6863,0,7,0,0,2,0,3,4,0,1,1,0,54,1192,891,1,3
11207,10,9,0,0,2,0,3,4,0,1,35,4,187,1714,1271,4,12
3264,9,10,0,0,2,0,3,4,0,1,12,5,21,544,303,4,2
8259,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
3553,9,4,0,0,2,0,3,4,0,1,11,3,15,623,487,4,4
10145,8,8,0,0,2,0,3,4,0,1,34,1,50,1641,1214,4,2
8324,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
4002,16,4,0,0,2,0,3,4,0,1,0,0,5,735,252,4,1
11659,2,1,0,0,2,0,3,2,0,1,16,5,23,1868,1391,4,0
9729,1,,0,0,4,1,3,6,0,1,14,5,242,1532,1128,4,0
11622,16,10,0,0,2,0,3,4,0,1,35,4,184,1860,1385,4,2
11037,1,15,0,0,2,1,3,2,0,1,2,1,74,1709,1266,4,2
8053,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
9968,6,10,0,0,2,0,3,4,0,1,0,0,5,696,311,4,1
5817,9,4,0,0,2,1,3,4,0,1,4,3,4,983,725,4,4
77,10,9,0,0,2,0,3,4,0,1,17,1,24,49,44,4,9
6541,9,4,0,0,2,1,3,4,0,1,41,8,101,1081,803,4,6
4518,16,10,0,0,2,0,3,2,0,1,26,8,43,784,69,4,6
917,6,6,0,0,2,0,3,2,0,1,45,1,125,277,212,4,2
11945,9,10,0,0,2,1,3,4,0,1,8,2,77,1940,1437,4,4
9790,1,15,0,0,2,0,3,4,0,1,1,0,12,1563,1153,4,3
11082,1,4,0,0,2,0,3,2,0,1,8,2,155,1722,1278,5,4
6352,6,17,0,0,4,1,3,17,0,1,20,7,29,1029,509,4,5
888,1,15,0,0,2,1,3,4,0,1,4,3,4,272,209,4,4
6710,16,6,0,0,4,1,3,17,0,1,20,7,29,1143,850,4,5
10864,6,6,0,0,4,1,3,17,0,1,20,7,29,1666,1232,4,5
6986,2,7,0,0,2,1,3,4,0,1,20,7,29,1243,142,4,5
11964,9,,0,0,2,0,3,4,0,1,17,1,53,1944,1440,4,6
11949,9,10,0,0,2,1,3,4,0,1,8,2,77,1940,1437,4,4
8176,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
3202,16,5,0,0,2,1,3,4,0,1,45,1,168,528,413,4,0
3061,5,,0,0,2,0,3,2,0,1,10,0,65,474,366,4,1
8174,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
9489,0,7,0,0,2,1,3,2,0,1,2,1,156,1453,1074,4,2
13078,6,10,0,0,0,1,3,0,0,0,1,0,1,1964,1452,4,3
11950,9,10,0,0,2,1,3,4,0,1,8,2,77,1940,1437,4,4
5926,6,5,0,0,2,1,3,4,0,1,26,8,38,998,738,4,6
2979,9,18,0,0,2,0,3,4,0,1,29,8,40,447,66,4,6
7245,4,18,0,0,2,1,3,4,0,4,2,1,237,1285,949,4,10
9878,2,9,0,0,2,0,3,4,1,2,10,0,61,1587,96,4,7
2947,15,12,0,0,2,0,3,2,0,1,32,4,46,440,340,4,9
6989,4,18,0,0,2,0,3,2,0,1,36,9,149,1244,919,4,6
6134,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4,4
8019,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
6461,16,4,0,0,2,0,3,4,0,1,48,0,153,1055,781,4,14
10855,9,4,0,0,2,0,3,4,0,1,20,7,29,1664,1018,4,0
6806,16,4,0,0,2,0,3,2,0,1,17,1,53,1170,870,8,6
6141,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4,4
5578,0,7,0,0,2,0,3,2,0,1,2,1,74,952,710,0,2
521,2,11,0,0,2,1,3,4,3,1,10,0,97,187,156,4,7
8631,0,7,0,0,2,1,3,4,0,1,48,0,87,794,615,4,0
9522,1,15,0,0,2,0,3,4,0,1,4,3,4,205,171,4,4
9436,9,7,0,0,2,0,3,4,3,0,1,0,1,1436,990,4,3
7892,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
3641,16,15,0,0,2,0,3,4,0,1,34,1,117,643,143,4,2
6138,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4,4
4603,0,15,0,0,2,0,3,4,0,1,2,1,156,805,624,4,2
3559,9,4,0,0,2,0,3,4,0,1,11,3,15,624,487,4,4
7934,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
561,2,11,0,0,2,1,3,4,3,1,10,0,97,187,156,4,7
1512,16,6,0,0,0,0,3,0,0,1,0,0,160,403,314,4,1
6562,0,7,0,0,2,0,3,2,0,1,28,3,37,1090,594,4,4
13366,5,5,0,0,2,0,3,4,0,1,38,9,62,2005,1482,4,6
3848,3,9,0,0,2,0,3,4,0,1,29,8,40,688,527,4,8
11121,9,1,0,0,2,0,3,4,0,1,10,0,169,1742,1293,4,1
3228,0,15,0,0,2,0,3,2,0,1,51,1,132,542,423,4,0
8022,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
6136,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4,4
1109,16,6,0,0,2,0,3,4,0,1,22,7,30,340,266,4,5
10108,1,18,0,0,2,0,3,4,0,1,10,0,65,1628,1203,4,0
247,0,7,0,0,2,0,3,2,0,1,34,1,56,104,90,17,2
7888,16,10,0,0,2,0,3,4,3,1,0,0,5,1354,1001,4,1
3032,12,13,0,0,7,1,3,2,0,1,19,5,26,462,354,24,9
6132,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4,4
9645,9,7,0,0,2,0,3,4,0,1,23,1,64,1501,1109,4,3
7455,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
7387,7,5,0,0,2,0,3,2,0,1,10,0,75,1321,942,4,1
9882,1,15,0,0,2,0,3,4,0,1,30,2,41,1589,540,4,2
3149,6,6,0,0,2,0,3,2,0,1,4,3,146,505,260,4,4
4539,16,6,0,0,0,0,3,0,0,1,0,0,0,557,427,20,0
10865,13,16,0,0,2,0,3,2,0,1,32,4,46,1667,1233,4,9
6185,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4,4
3649,16,15,0,0,2,0,3,4,0,1,34,1,117,643,143,4,2
6672,0,7,0,0,2,0,3,4,0,1,28,3,37,1128,841,4,4
13208,6,6,0,0,2,0,3,4,0,1,10,0,49,2004,1481,4,5
9386,16,10,0,0,2,0,3,2,0,1,67,4,261,1424,1053,4,1
10124,0,15,0,0,2,0,3,4,0,1,20,7,29,1634,142,4,5
6183,1,15,0,0,2,1,3,4,0,1,8,2,155,1017,749,4,4
644,0,1,0,0,2,0,3,4,0,1,3,2,86,162,136,4,6
