ISI0,sp+AF8-rati0g,mood1+AF8-rati0g,Curre0c1,Is+AF8-Emergi0g+AF8-Market,Se0iorit,Callable,Da1s+AF8-to+AF8-Settle,Collateral+AF8-T1pe,Coupo0+AF8-Freque0c1,Coupo0+AF8-T1pe,I0dustr1+AF8-Group,I0dustr1+AF8-Sector,I0dustr1+AF8-SubGroup,Issuer+AF8-0ame,Ticker,Country+AF8-Of+AF8-Domicile,Risk+AF8-Stripe
762,1,10,0,0,0,0,2,2,0,0,35,0,58,175,134,7,6
763,6,17,3,0,1,1,2,1,1,1,3,3,13,296,194,5,8
764,0,10,0,0,0,0,2,2,0,4,35,0,88,307,111,3,6
765,0,10,3,0,1,1,2,1,1,0,2,2,7,197,153,7,10
766,13,24,0,0,3,1,2,2,1,0,47,1,89,308,233,5,0
767,10,1,0,0,0,0,2,2,0,0,35,0,58,309,234,10,6
768,16,18,0,0,0,0,2,0,0,0,3,3,13,310,235,8,6
769,5,11,0,0,0,0,2,2,0,0,9,1,46,311,236,8,5
770,0,0,0,0,2,1,2,2,0,1,32,9,49,312,237,7,8
771,0,0,2,0,2,1,2,2,0,1,32,9,49,312,237,7,8
772,0,0,3,0,2,1,2,2,1,1,32,9,49,312,237,7,8
773,0,10,2,0,0,0,2,2,0,0,10,6,82,294,223,6,9
774,5,17,0,0,2,1,2,3,0,1,2,2,2,234,178,13,10
775,1,2,0,0,2,0,2,3,0,0,5,2,45,107,94,8,4
776,0,3,3,0,2,1,2,3,1,1,5,2,5,97,87,7,3
777,4,5,0,0,0,0,2,2,0,0,7,5,8,8,8,3,7
778,,18,0,0,0,0,2,2,0,0,12,4,42,313,238,3,5
779,6,17,0,0,1,1,2,2,0,1,3,3,13,314,136,8,8
780,0,,0,0,2,1,2,3,0,1,2,2,2,315,239,0,10
781,12,0,0,0,0,0,2,0,0,0,6,4,6,302,228,8,5
782,12,,0,0,2,1,2,3,0,1,2,2,2,316,240,8,10
783,9,3,3,0,2,1,2,3,1,1,5,2,5,172,133,10,3
784,,18,0,0,0,0,2,2,0,0,12,4,42,313,238,3,5
785,12,11,0,0,2,0,2,3,0,0,5,2,5,120,103,8,4
786,0,0,0,0,0,0,2,0,0,0,22,1,90,317,241,14,6
787,12,11,2,0,2,0,2,3,0,0,5,2,5,120,103,8,10
788,9,0,2,0,0,0,2,0,1,0,2,2,2,228,175,6,10
789,1,2,3,0,2,1,2,3,1,1,5,2,45,107,94,8,3
790,10,3,0,0,0,0,2,0,0,0,29,0,70,318,179,5,7
791,0,,0,0,0,0,2,0,0,0,20,4,85,300,226,14,5
792,0,10,3,0,1,1,2,1,1,1,3,3,13,319,154,7,8
793,0,10,0,0,0,0,2,2,0,0,36,3,65,292,221,9,6
794,,11,0,0,0,0,2,0,0,0,32,9,49,293,222,0,6
795,,0,0,0,0,0,2,0,0,0,23,2,91,320,242,7,6
796,10,1,0,0,0,0,2,2,0,0,35,0,58,309,234,10,6
797,10,1,2,0,0,0,2,2,0,0,35,0,58,309,234,10,9
798,6,2,3,0,2,1,2,3,1,1,5,2,5,321,243,0,3
799,0,10,2,0,0,0,2,0,0,0,11,1,16,322,244,1,9
800,,17,0,0,0,0,2,0,0,0,7,5,8,323,245,7,7
801,6,2,0,0,2,0,2,3,0,0,5,2,5,321,243,0,4
802,1,17,0,0,0,0,2,2,0,0,3,3,13,181,140,10,6
803,0,10,0,0,0,0,2,2,0,0,3,3,13,131,108,8,6
804,3,1,2,0,0,0,2,0,1,0,6,4,92,324,246,6,9
805,1,0,0,0,0,0,2,0,0,0,5,2,5,145,114,13,2
806,16,15,2,0,0,0,2,0,0,0,5,2,5,155,121,14,4
807,16,15,0,0,0,0,2,0,0,0,31,7,93,325,247,6,7
808,8,9,0,0,0,0,2,2,0,0,9,1,12,15,14,8,5
809,10,3,3,0,1,1,2,1,1,0,2,2,2,23,21,5,10
810,9,0,0,0,0,0,2,0,0,0,3,3,13,326,248,11,6
811,0,3,0,0,2,0,2,3,0,0,5,2,5,97,87,7,4
812,16,18,2,0,0,0,2,0,0,0,5,2,5,162,125,14,4
813,11,14,0,0,0,1,2,2,1,0,20,4,94,327,249,8,1
814,9,,0,0,2,1,2,3,0,1,5,2,5,163,126,14,4
815,9,11,0,0,0,0,2,2,0,0,6,4,6,328,250,6,5
816,,11,0,0,0,0,2,0,0,0,9,1,46,329,236,5,5
817,,11,0,0,0,0,2,0,0,0,9,1,46,329,236,5,5
818,1,0,0,0,0,0,2,0,0,0,5,2,9,272,130,13,2
819,1,17,2,0,0,0,2,0,0,0,24,5,32,297,224,7,9
820,5,17,0,0,2,1,2,3,0,1,2,2,2,234,178,13,10
821,10,3,2,0,0,0,2,2,0,0,4,4,4,224,171,7,9
822,,2,0,0,2,0,2,3,0,0,5,2,9,159,123,1,4
823,,7,0,0,1,1,2,1,1,1,5,2,9,159,123,1,3
824,6,4,0,0,0,0,2,0,0,0,17,6,22,209,128,13,7
825,0,0,0,0,0,0,2,2,0,0,5,2,5,330,98,9,2
826,6,13,0,0,0,0,2,2,1,0,46,4,87,303,229,8,6
827,9,0,3,0,1,1,2,1,2,0,2,2,7,199,155,7,10
828,0,3,3,0,2,0,2,3,1,0,5,2,5,97,87,7,3
829,12,0,0,0,0,0,2,2,0,0,17,6,22,193,150,8,7
830,0,11,3,0,1,1,2,1,1,0,2,2,2,2,2,1,10
831,14,,0,0,3,1,2,4,1,0,20,4,95,331,251,1,0
832,6,13,0,0,1,1,2,1,0,1,17,6,22,332,252,0,8
833,0,0,0,0,0,0,2,2,0,0,3,3,13,253,194,8,6
834,0,11,0,0,2,1,2,3,0,1,2,2,2,2,2,1,10
835,15,1,3,0,0,1,2,2,1,0,8,2,51,134,110,6,4
836,0,0,0,0,0,0,2,0,0,0,3,3,13,333,253,13,6
837,16,15,0,0,0,0,2,0,0,0,7,5,8,334,254,6,7
838,9,11,0,0,0,0,2,0,0,0,5,2,9,136,112,6,2
839,14,22,0,0,0,0,2,2,1,0,17,6,22,239,183,7,0
840,14,5,2,0,0,1,3,0,1,0,17,6,22,335,255,6,0
841,,,3,0,1,1,2,1,2,0,8,2,96,336,256,7,3
842,9,11,0,0,0,0,2,2,0,0,23,2,31,92,82,1,6
843,,2,0,0,0,0,2,2,0,3,8,2,25,337,112,7,2
844,,,3,0,2,1,2,3,0,1,2,2,56,338,127,18,10
845,0,17,0,0,2,1,2,2,0,1,3,3,3,339,146,7,8
846,0,17,2,0,2,1,2,2,0,1,3,3,3,339,146,7,8
847,2,7,0,0,1,1,2,1,0,1,17,6,22,180,139,8,8
848,2,7,2,0,3,1,2,4,0,1,17,6,22,180,139,8,8
849,0,0,0,0,2,1,2,3,0,1,33,2,54,153,119,7,4
850,4,5,0,0,0,0,2,2,0,0,7,5,8,8,8,3,7
851,2,16,0,0,0,0,2,2,1,0,41,1,72,340,257,8,0
852,3,3,0,0,0,0,2,2,0,0,7,5,8,341,142,8,7
853,12,10,0,0,0,0,2,2,0,0,11,1,53,342,141,18,6
854,14,5,4,0,0,1,2,0,1,0,17,6,77,343,258,8,0
855,1,17,0,0,2,1,2,3,0,1,2,2,7,344,259,11,10
856,0,0,0,0,0,0,2,0,0,0,36,3,61,345,260,13,6
857,12,0,2,0,2,0,2,3,0,0,2,2,2,346,261,7,10
858,12,0,2,0,2,0,2,3,0,0,2,2,2,346,261,7,10
859,12,,0,0,0,0,2,0,2,3,5,2,5,347,262,1,5
860,1,,3,0,2,1,2,3,1,1,2,2,7,56,51,1,10
861,,17,2,0,2,0,2,3,1,0,48,4,97,348,263,7,10
862,2,13,3,0,2,1,2,3,1,1,5,2,9,272,130,13,2
863,8,18,0,0,0,0,2,2,0,0,12,4,42,313,238,3,5
864,,,0,0,0,0,2,2,1,0,32,9,98,349,264,7,0
865,13,14,0,0,3,1,2,2,1,0,47,1,89,350,265,5,0
866,12,0,2,0,0,1,2,0,0,0,17,6,22,241,185,6,9
867,0,10,0,0,0,0,2,2,0,0,10,6,82,351,266,6,7
868,0,10,3,0,0,0,2,2,1,0,0,0,0,135,111,6,6
869,0,10,3,0,0,0,2,2,1,0,0,0,0,135,111,6,6
870,0,,0,0,0,0,2,2,0,0,1,1,15,352,267,9,5
871,9,,0,0,0,0,2,0,0,0,49,9,99,353,268,5,6
872,1,17,0,0,0,0,2,0,0,0,8,2,10,354,269,6,7
873,3,,0,0,0,0,2,0,0,0,23,2,31,281,213,1,6
874,3,11,2,0,0,0,2,2,0,0,38,1,66,250,191,7,9
875,,10,0,0,0,0,2,2,0,0,12,4,17,355,145,7,5
876,0,10,0,0,0,0,2,0,0,0,16,2,21,356,270,19,6
877,16,1,0,0,0,0,2,0,0,0,14,7,19,357,271,6,7
878,0,0,0,0,2,1,2,3,0,1,2,2,7,197,153,7,10
879,12,0,0,0,0,1,2,2,0,0,20,4,100,358,272,8,5
880,6,13,2,0,1,1,2,1,0,1,3,3,13,130,108,13,8
881,6,13,0,0,1,1,2,1,0,1,3,3,13,130,108,13,8
882,9,0,0,0,0,0,2,0,0,0,5,2,9,115,99,6,2
883,,,0,0,0,0,2,0,0,0,28,8,39,359,273,8,6
884,0,2,3,0,2,0,2,3,1,0,5,2,5,360,104,4,3
885,9,11,0,0,0,0,2,0,0,0,5,2,9,136,112,6,2
886,10,3,0,0,0,0,2,2,0,0,7,5,8,299,33,8,7
887,12,0,0,0,1,1,2,2,0,1,7,5,8,341,142,8,8
888,9,11,0,0,0,0,2,0,0,0,17,6,22,361,274,14,7
889,9,11,2,0,0,0,2,2,0,0,26,4,59,176,135,7,9
890,12,3,0,0,2,1,2,3,0,1,5,2,9,139,85,7,4
891,0,10,3,0,0,0,2,2,1,0,11,1,53,142,113,3,6
892,2,13,0,0,2,0,2,3,0,0,5,2,5,145,114,13,2
893,10,15,0,0,0,0,2,0,0,0,5,2,5,246,188,14,4
894,0,2,0,0,2,1,2,3,0,1,5,2,5,360,104,4,3
895,6,13,0,0,1,1,2,2,0,1,17,6,22,362,129,8,8
896,9,2,0,0,2,1,2,3,0,1,5,2,5,98,88,11,4
897,0,10,0,0,0,0,2,2,0,0,35,0,88,307,111,3,6
898,0,0,0,0,0,0,2,0,0,0,3,3,13,333,253,13,6
899,0,10,0,0,0,0,2,2,0,0,3,3,13,363,221,8,6
900,12,10,0,0,0,1,2,2,0,0,11,1,53,364,141,19,6
901,0,10,0,0,0,0,2,2,0,0,10,6,101,365,275,6,7
902,6,17,0,0,0,0,2,0,0,0,3,3,3,366,276,8,6
903,,13,0,0,0,0,2,2,1,0,11,1,53,257,196,3,6
904,8,9,0,0,0,0,2,2,0,0,9,1,12,15,14,8,5
905,0,11,0,0,0,1,2,0,0,0,6,4,92,367,277,6,5
