ISIN,SP_Rating,Moody_Rating,Currency,Is_Emerging_Market,Seniority,Callable,Days_to_Settle,Issue_Date,Collateral_Type,Coupon_Frequency,Coupon_Type,Maturity_Date,Industry_Group,Industry_Sector,Industry_SubGroup,Issuer_Name,Ticker,Country_Of_Domicile,Risk_Stripe
6525,16,10,0,0,2,0,3,2007,4,0,1,2017,10,0,65,1071,793,4,1
6526,16,10,0,0,2,0,3,2013,4,0,1,2023,10,0,65,1071,793,4,1
6539,9,4,0,0,2,1,3,2010,4,0,1,2020,41,8,101,1081,803,4,6
6540,9,4,0,0,2,1,3,2012,4,0,1,2022,41,8,101,1081,803,4,6
6541,9,4,0,0,2,1,3,2012,4,0,1,1942,41,8,101,1081,803,4,6
6542,9,4,0,0,2,0,3,2012,4,0,1,2017,41,8,101,1081,803,4,6
6543,9,4,0,0,2,1,3,2014,4,0,1,2019,41,8,101,1081,803,4,6
6544,9,4,0,0,2,1,3,2014,4,0,1,2021,41,8,101,1081,803,4,6
6545,9,4,0,0,2,1,3,2014,4,0,1,2024,41,8,101,1081,803,4,6
6546,10,2,0,0,2,0,3,2006,2,0,1,2016,26,8,43,1001,740,4,8
6547,9,4,0,0,2,0,3,2011,4,0,1,2021,8,2,82,1082,804,4,0
6548,9,4,0,0,2,0,3,2011,4,0,1,1941,8,2,82,1082,804,4,0
6549,9,4,0,0,2,0,3,2012,4,0,1,2017,8,2,82,1082,804,4,0
6550,9,4,0,0,2,0,3,2015,4,0,1,2018,8,2,82,1082,804,4,0
6551,9,4,0,0,2,0,3,2015,4,0,1,2020,8,2,82,1082,804,4,0
6552,12,12,0,0,2,1,3,2015,2,0,1,2023,4,3,4,1083,805,4,0
6553,12,12,0,0,2,1,3,2014,4,0,1,2022,8,2,155,1084,806,4,0
6554,14,11,0,0,4,1,3,2012,6,0,1,2020,71,5,209,1085,807,4,0
6555,1,10,0,0,2,0,3,2010,4,0,1,2017,20,7,29,1086,808,4,5
6556,0,7,0,0,2,1,3,2014,2,0,1,2024,48,0,153,1087,809,4,0
6557,0,7,0,0,2,0,3,2013,4,0,1,2018,64,1,181,1088,810,4,0
6558,0,24,0,0,2,0,3,2007,4,0,1,2017,0,0,71,1089,811,11,0
6559,0,7,0,0,2,1,3,2006,2,0,1,2027,28,3,37,1090,594,4,4
6560,0,7,0,0,2,0,3,2006,2,0,1,2028,28,3,37,1090,594,4,4
6561,0,7,0,0,2,0,3,2006,2,0,1,1937,28,3,37,1090,594,4,4
6562,0,7,0,0,2,0,3,2007,2,0,1,2017,28,3,37,1090,594,4,4
6563,0,7,0,0,2,0,3,2008,2,0,1,2018,28,3,37,1090,594,4,4
6564,0,7,0,0,2,0,3,2011,2,0,1,2020,28,3,37,1090,594,4,4
6565,1,4,0,0,2,0,3,2005,4,0,1,1935,20,7,29,1091,812,4,0
6566,1,4,0,0,2,0,3,2008,4,0,1,1938,20,7,29,1091,812,4,0
6567,1,4,0,0,2,1,3,2012,4,0,1,2022,20,7,29,1091,812,4,0
6568,0,7,0,0,2,0,3,2000,2,0,1,1930,28,3,37,1090,594,4,4
6569,0,7,0,0,2,0,3,2001,2,0,1,1931,28,3,37,1090,594,4,4
6570,0,7,0,0,2,0,3,2002,2,0,1,1932,28,3,37,1090,594,4,4
6571,0,7,0,0,2,0,3,1992,2,0,1,2022,28,3,37,1092,594,4,4
6572,0,7,0,0,2,0,3,1996,2,0,1,2026,28,3,37,1092,594,4,4
6573,0,7,0,0,2,0,3,2003,2,0,1,1932,28,3,37,1092,594,4,4
6574,0,7,0,0,2,0,3,2007,2,0,1,2017,28,3,37,1092,594,4,4
6575,0,7,0,0,2,0,3,2010,2,0,1,2020,28,3,37,1093,594,4,4
6576,0,7,0,0,2,0,3,2010,2,0,1,1940,28,3,37,1093,594,4,4
6577,0,7,0,0,2,1,3,2011,2,0,1,2021,28,3,37,1093,594,4,4
6578,0,7,0,0,2,1,3,2012,2,0,1,1942,28,3,37,1093,594,4,4
6579,0,7,0,0,2,1,3,2014,2,0,1,2024,28,3,37,1093,594,4,4
6580,11,12,0,0,2,1,3,2015,4,0,1,2023,27,4,67,1094,813,4,0
6581,14,18,0,0,4,1,3,2011,6,0,1,2019,66,4,182,1095,814,4,0
6582,3,2,0,0,2,1,3,2012,4,0,1,2020,3,2,3,1096,815,1,12
6583,9,15,0,0,2,0,3,1999,4,0,1,2029,49,9,88,1097,731,4,6
6584,13,14,0,0,6,1,3,2013,6,0,1,2022,12,5,16,1098,816,31,13
6585,13,14,0,0,2,1,3,2011,4,0,1,2021,46,1,81,1099,817,4,12
6586,10,2,0,0,4,0,3,2002,6,0,1,2026,20,7,90,1100,818,4,0
6587,3,7,0,0,2,0,3,2006,4,0,1,1936,29,8,100,1101,819,4,8
6588,3,7,0,0,2,0,3,2006,4,0,1,2016,29,8,100,1101,819,4,8
6591,1,7,0,0,2,0,3,2015,2,0,1,2025,16,5,23,1102,820,5,0
6592,11,12,0,0,4,1,3,2014,6,0,1,2019,21,5,39,1103,821,20,0
6593,11,13,0,0,2,1,3,2013,4,0,1,2021,26,8,36,1104,822,4,8
6596,20,3,0,0,2,0,3,2009,4,0,1,2019,17,1,177,1107,825,4,5
6597,1,4,0,0,2,0,3,2005,4,0,1,1935,20,7,29,1108,826,4,0
6598,1,4,0,0,2,0,3,2003,4,0,1,1933,20,7,29,1108,826,4,0
6599,11,12,0,0,6,1,3,2011,6,0,1,2017,72,4,245,1109,827,4,0
6600,0,7,0,0,2,1,3,2014,2,0,1,2019,28,3,37,1110,828,4,4
6601,0,7,0,0,2,1,3,2014,4,0,1,2024,28,3,37,1110,828,4,4
6602,0,7,0,0,2,1,3,2014,2,0,1,1944,28,3,37,1110,828,4,4
6603,1,15,0,0,2,0,3,2004,4,0,1,1934,4,3,4,1111,130,1,4
6604,1,15,0,0,2,0,3,2007,4,0,1,1937,4,3,4,1111,130,1,4
6605,1,15,0,0,2,0,3,2007,4,0,1,1938,4,3,4,1111,130,1,4
6606,1,15,0,0,2,0,3,2009,4,0,1,2019,4,3,4,1111,130,1,4
6607,1,15,0,0,2,1,3,2011,4,0,1,2021,4,3,4,1111,130,1,4
6608,1,15,0,0,2,1,3,2011,4,0,1,1941,4,3,4,1111,130,1,4
6609,9,15,0,0,2,0,3,2007,4,0,1,2017,28,3,37,1112,829,1,4
6610,9,15,0,0,2,1,3,2013,4,0,1,2023,28,3,37,1112,829,1,4
6611,9,15,0,0,2,1,3,2014,4,0,1,2024,28,3,37,1112,829,1,4
6612,9,15,0,0,2,1,3,2014,4,0,1,1944,28,3,37,1112,829,1,4
6613,1,7,0,0,2,0,3,2004,4,0,1,1934,28,3,37,1113,830,4,4
6614,2,1,0,0,1,1,3,2007,1,0,0,1937,28,3,37,1113,830,4,4
6615,1,7,0,0,2,0,3,2008,4,0,1,2018,28,3,37,1113,830,4,4
6616,1,7,0,0,2,0,3,2008,4,0,1,1938,28,3,37,1113,830,4,4
6617,1,7,0,0,2,0,3,2008,4,0,1,2019,28,3,37,1113,830,4,4
6618,1,7,0,0,2,0,3,2010,4,0,1,2020,28,3,37,1113,830,4,4
6619,1,7,0,0,2,1,3,2010,4,0,1,1940,28,3,37,1113,830,4,4
6620,1,7,0,0,2,1,3,2011,4,0,1,2021,28,3,37,1113,830,4,4
6623,13,14,0,0,2,1,3,2013,4,0,1,2021,4,3,4,1116,833,4,10
6624,13,14,0,0,2,1,3,2015,4,0,1,2023,4,3,4,1116,833,4,10
6625,13,11,0,0,2,1,3,2011,2,0,1,2020,34,1,50,1117,834,4,10
6626,13,11,0,0,2,1,3,2011,2,0,1,2019,34,1,50,1117,834,4,10
6627,13,11,0,0,2,1,3,2011,2,0,1,2022,34,1,50,1117,834,4,10
6628,3,9,0,0,2,0,3,1998,4,0,1,2028,4,3,4,1118,835,4,0
6629,3,9,0,0,2,1,3,2011,4,0,1,2021,4,3,4,1118,835,4,0
6630,2,1,0,0,0,1,3,2013,0,0,0,1973,20,7,29,1119,836,32,0
6631,16,10,0,0,2,1,3,2003,4,0,1,1933,20,7,29,1120,837,4,4
6632,16,10,0,0,2,1,3,2006,4,0,1,1936,20,7,29,1120,837,4,4
6633,2,1,0,0,2,0,3,2012,2,0,1,2021,46,1,81,1121,838,4,2
6634,2,1,0,0,2,0,3,2012,2,0,1,2022,46,1,81,1121,838,4,2
6635,4,18,0,0,2,1,3,2009,2,0,4,2017,20,7,29,1122,839,4,15
6636,4,18,0,0,2,1,3,2009,2,0,4,2017,20,7,29,1122,839,4,15
6637,4,18,0,0,2,1,3,2009,4,0,4,2019,20,7,29,1123,839,4,15
6638,4,18,0,0,6,1,3,2010,6,0,4,2020,20,7,29,1123,839,4,15
6639,4,,0,0,3,1,3,2011,3,0,4,2021,20,7,29,1123,839,4,15
6640,4,18,0,0,3,1,3,2012,3,0,4,2022,20,7,29,1123,839,4,15
6641,4,18,0,0,2,1,3,2012,4,0,4,2018,20,7,29,1123,839,4,15
6642,4,18,0,0,6,1,3,2013,6,0,4,2020,20,7,29,1123,839,4,15
6643,13,11,0,0,2,1,3,2013,2,0,1,2022,34,1,50,1124,834,4,10
6644,13,18,0,0,2,1,3,2014,2,0,1,2019,34,1,50,1125,834,4,10
6645,13,11,0,0,2,1,3,2014,2,0,1,2020,34,1,50,1125,834,4,10
6646,13,11,0,0,2,1,3,2014,2,0,1,2022,34,1,50,1125,834,4,10
6647,13,11,0,0,2,1,3,2014,2,0,1,2023,34,1,50,1125,834,4,10
6648,3,2,0,0,2,1,3,2015,2,0,1,2025,37,5,246,1126,840,4,0
6649,13,11,0,0,2,1,3,2015,2,0,1,2025,34,1,50,1127,834,4,10
6650,13,11,0,0,2,1,3,2015,2,0,1,2023,34,1,50,1127,834,4,10
6651,0,7,0,0,2,0,3,2006,4,0,1,2017,28,3,37,1128,841,4,4
6652,0,7,0,0,2,0,3,2006,4,0,1,1936,28,3,37,1128,841,4,4
6653,0,7,0,0,2,0,3,2008,4,0,1,2018,28,3,37,1128,841,4,4
6654,0,7,0,0,2,0,3,2008,4,0,1,1938,28,3,37,1128,841,4,4
6655,0,7,0,0,2,0,3,2008,4,0,1,2019,28,3,37,1128,841,4,4
6656,0,7,0,0,2,0,3,2009,4,0,1,2019,28,3,37,1128,841,4,4
6657,0,7,0,0,2,1,3,2011,4,0,1,2021,28,3,37,1128,841,4,4
6658,0,7,0,0,2,1,3,2011,4,0,1,1941,28,3,37,1128,841,4,4
6659,0,7,0,0,2,1,3,2012,4,0,1,2022,28,3,37,1128,841,4,4
6660,0,7,0,0,2,1,3,2012,4,0,1,1942,28,3,37,1128,841,4,4
6661,0,7,0,0,2,1,3,2013,4,0,1,2023,28,3,37,1128,841,4,4
6662,0,7,0,0,2,1,3,2013,4,0,1,1943,28,3,37,1128,841,4,4
6663,0,7,0,0,2,1,3,2013,4,0,1,2020,28,3,37,1128,841,4,4
6664,0,7,0,0,2,1,3,2013,4,0,1,2024,28,3,37,1128,841,4,4
6665,0,7,0,0,2,1,3,2013,4,0,1,1943,28,3,37,1128,841,4,4
6666,0,7,0,0,2,1,3,2013,4,0,1,2024,28,3,37,1128,841,4,4
6667,0,7,0,0,2,1,3,2013,4,0,1,2029,28,3,37,1128,841,4,4
6668,0,7,0,0,2,1,3,2015,4,0,1,2025,28,3,37,1128,841,4,4
6669,0,7,0,0,2,1,3,2015,4,0,1,1935,28,3,37,1128,841,4,4
6670,0,7,0,0,2,1,3,2015,4,0,1,1945,28,3,37,1128,841,4,4
6671,0,7,0,0,2,1,3,2015,4,0,1,2026,28,3,37,1128,841,4,4
6672,0,7,0,0,2,0,3,2015,4,0,1,2018,28,3,37,1128,841,4,4
6673,0,7,0,0,2,1,3,2015,4,0,1,1945,28,3,37,1128,841,4,4
6675,2,9,0,0,2,1,3,2015,2,0,1,2023,37,5,246,1129,842,4,9
6677,4,18,0,0,2,0,3,1998,4,0,1,2028,8,2,82,1130,843,4,0
6678,0,7,0,0,2,0,3,2009,2,0,1,2020,28,3,37,1131,828,4,4
6679,10,11,0,0,2,1,3,2015,2,0,1,2022,6,5,7,1132,844,4,0
6680,16,10,0,0,2,0,3,1998,4,0,1,2028,4,3,4,1050,776,4,4
6681,13,14,0,0,2,1,3,2014,2,0,1,2022,4,3,4,1133,845,8,0
6682,13,14,0,0,2,1,3,2015,2,0,1,2021,10,0,108,1134,846,4,0
6683,9,4,0,0,2,0,3,2011,4,0,1,2021,4,3,17,1135,847,8,4
6684,9,4,0,0,2,1,3,2014,4,0,1,2024,4,3,17,1135,847,8,4
6685,9,4,0,0,2,1,3,2014,4,0,1,1944,4,3,17,1135,847,8,4
6686,9,4,0,0,2,1,3,2015,4,0,1,2025,4,3,17,1135,847,8,4
6687,10,14,0,0,2,1,3,2014,2,0,1,2022,38,9,129,1136,848,4,8
6688,11,12,0,0,2,1,3,2012,2,0,1,2019,26,8,234,1137,849,4,0
6689,16,10,0,0,4,1,3,2004,17,0,1,1933,20,7,29,1138,850,4,5
6690,16,10,0,0,4,1,3,2005,17,0,1,2025,20,7,29,1138,850,4,5
6691,16,10,0,0,4,1,3,2010,17,0,1,2021,20,7,29,1138,850,4,5
6692,16,10,0,0,4,1,3,2013,17,0,1,2023,20,7,29,1138,850,4,5
6693,16,10,0,0,4,1,3,2014,17,0,1,2024,20,7,29,1138,850,4,5
6694,16,10,0,0,4,1,3,2014,17,0,1,1944,20,7,29,1138,850,4,5
6695,0,7,0,0,2,1,3,2010,4,0,1,2020,20,7,29,1139,850,4,5
6696,0,7,0,0,2,1,3,2012,4,0,1,2017,20,7,29,1139,850,4,5
6697,0,7,0,0,2,1,3,2015,4,0,1,2022,20,7,29,1139,850,4,5
6698,16,6,0,0,4,1,3,2004,17,0,1,1933,20,7,29,1140,850,4,5
6699,16,6,0,0,4,1,3,2005,17,0,1,1935,20,7,29,1140,850,4,5
6700,16,10,0,0,4,1,3,2004,17,0,1,1934,20,7,29,1141,850,4,5
6701,16,10,0,0,4,1,3,2012,17,0,1,2023,20,7,29,1141,850,4,5
6703,16,7,0,0,4,1,3,2004,17,1,1,2024,20,7,29,1142,850,4,5
6704,16,6,0,0,4,0,3,2008,17,0,1,2018,20,7,29,1143,850,4,5
6705,16,6,0,0,4,0,3,2009,17,0,1,2024,20,7,29,1143,850,4,5
6706,16,6,0,0,4,1,3,2010,17,0,1,2026,20,7,29,1143,850,4,5
6707,16,6,0,0,4,1,3,2011,17,0,1,2021,20,7,29,1143,850,4,5
6708,16,6,0,0,4,1,3,2012,17,0,1,2022,20,7,29,1143,850,4,5
6709,16,6,0,0,4,1,3,2013,17,0,1,2023,20,7,29,1143,850,4,5
6710,16,6,0,0,4,1,3,2014,17,0,1,1944,20,7,29,1143,850,4,5
6711,16,6,0,0,4,1,3,2014,17,0,1,1945,20,7,29,1143,850,4,5
6712,16,6,0,0,4,0,3,2009,17,0,1,2018,20,7,29,1144,850,4,5
6713,16,6,0,0,4,0,3,2009,17,0,1,2024,20,7,29,1144,850,4,5
6714,16,6,0,0,4,1,3,2010,17,0,1,2020,20,7,29,1144,850,4,5
6715,16,4,0,0,4,0,3,2009,17,0,1,2019,20,7,29,1145,850,4,5
6716,16,4,0,0,4,1,3,2015,17,0,1,1945,20,7,29,1145,850,4,5
6717,9,4,0,0,2,0,3,2003,2,0,1,1933,28,3,37,1146,851,4,4
6718,9,4,0,0,2,0,3,2005,2,0,1,1934,28,3,37,1146,851,4,4
6719,9,4,0,0,2,0,3,2005,2,0,1,1935,28,3,37,1146,851,4,4
6720,0,15,0,0,1,1,3,2006,2,0,0,1966,28,3,37,1146,851,4,4
6721,0,15,0,0,1,1,3,2007,2,0,0,1968,28,3,37,1146,851,4,4
6722,9,4,0,0,2,0,3,2007,2,0,1,2017,28,3,37,1146,851,4,4
6723,9,4,0,0,2,0,3,2008,2,0,1,2019,28,3,37,1146,851,4,4
6724,9,4,0,0,2,0,3,2009,2,0,1,2020,28,3,37,1146,851,4,4
6725,9,4,0,0,2,0,3,2009,2,0,1,1939,28,3,37,1146,851,4,4
6726,9,4,0,0,2,0,3,2009,2,0,1,2018,28,3,37,1146,851,4,4
6727,9,4,0,0,2,0,3,2009,2,0,1,1938,28,3,37,1146,851,4,4
6728,0,15,0,0,1,1,3,2009,2,0,0,1967,28,3,37,1146,851,4,4
6729,9,4,0,0,2,0,3,2010,2,0,1,2020,28,3,37,1146,851,4,4
6730,9,4,0,0,2,0,3,2010,2,0,1,1940,28,3,37,1146,851,4,4
6731,9,4,0,0,2,0,3,2011,2,0,1,1941,28,3,37,1146,851,4,4
6732,9,4,0,0,2,0,3,2011,2,0,1,2022,28,3,37,1146,851,4,4
6733,9,4,0,0,2,0,3,2011,2,0,1,1942,28,3,37,1146,851,4,4
6734,9,4,0,0,2,1,3,2012,2,0,1,1942,28,3,37,1146,851,4,4
6735,9,4,0,0,2,1,3,2012,2,0,1,1943,28,3,37,1146,851,4,4
6736,9,4,0,0,2,1,3,2013,2,0,1,2023,28,3,37,1146,851,4,4
6737,9,4,0,0,2,1,3,2013,2,0,1,1944,28,3,37,1146,851,4,4
6738,9,4,0,0,2,1,3,2014,2,0,1,2024,28,3,37,1146,851,4,4
6739,9,4,0,0,2,1,3,2014,2,0,1,1945,28,3,37,1146,851,4,4
6740,9,4,0,0,2,1,3,2014,2,0,1,2019,28,3,37,1146,851,4,4
6741,9,4,0,0,2,1,3,2014,2,0,1,2025,28,3,37,1146,851,4,4
6742,9,4,0,0,2,1,3,2014,2,0,1,1954,28,3,37,1146,851,4,4
6743,9,4,0,0,2,0,3,2015,2,0,1,2018,28,3,37,1146,851,4,4
6744,9,4,0,0,2,1,3,2015,2,0,1,2026,28,3,37,1146,851,4,4
6745,9,4,0,0,2,1,3,2015,2,0,1,1946,28,3,37,1146,851,4,4
6746,0,15,0,0,2,0,3,2011,2,0,1,2020,48,0,114,1057,783,4,14
6747,0,15,0,0,2,1,3,2012,2,0,1,2022,48,0,114,1057,783,4,14
6748,13,14,0,0,2,1,3,2014,2,0,1,2022,23,1,247,1147,852,4,0
6750,9,4,0,0,2,0,3,1998,4,0,1,2028,17,1,53,1148,853,4,6
6751,9,4,0,0,2,0,3,2007,4,0,1,2017,17,1,53,1148,853,4,6
6752,9,4,0,0,2,0,3,2007,4,0,1,1937,17,1,53,1148,853,4,6
6753,9,4,0,0,2,1,3,2012,4,0,1,2022,17,1,53,1148,853,4,6
6754,16,6,0,0,2,0,3,1998,4,0,1,2028,10,0,75,1149,288,4,0
6755,3,11,0,0,2,1,3,2013,4,0,1,2020,48,0,114,1150,854,4,0
6756,3,11,0,0,2,1,3,2013,4,0,1,2023,48,0,114,1150,854,4,0
6757,3,11,0,0,2,1,3,2014,4,0,1,2022,48,0,114,1150,854,4,0
6758,3,11,0,0,2,1,3,2014,4,0,1,2025,48,0,114,1150,854,4,0
6759,1,7,0,0,2,0,3,2003,4,0,1,2018,4,3,4,1056,782,4,4
6760,1,7,0,0,2,0,3,2008,4,0,1,2018,4,3,4,1056,782,4,4
6761,9,4,0,0,2,0,3,2012,4,0,1,2022,29,8,219,1151,855,15,6
6762,14,14,0,0,3,1,3,2014,3,0,1,2020,12,5,78,1152,856,4,0
6763,11,16,0,0,4,1,3,2014,6,0,1,2019,24,2,32,1153,857,1,0
6764,1,15,0,0,2,1,3,2013,2,0,1,2022,48,0,153,1154,302,4,14
6765,1,15,0,0,2,1,3,2013,2,0,1,2023,48,0,153,1154,302,4,14
6766,1,15,0,0,2,0,3,2014,2,0,1,2017,48,0,153,1154,302,4,14
6767,1,15,0,0,2,1,3,2014,2,0,1,2021,48,0,153,1154,302,4,14
6768,1,15,0,0,2,1,3,2014,2,0,1,2023,48,0,153,1154,302,4,14
6769,1,15,0,0,2,1,3,2014,2,0,1,2024,48,0,153,1154,302,4,14
6770,1,15,0,0,2,1,3,2015,2,0,1,2025,48,0,153,1154,302,4,14
6771,5,6,0,0,2,0,3,2007,4,0,1,2017,46,1,81,1155,858,4,2
6772,5,6,0,0,2,0,3,2007,4,0,1,1937,46,1,81,1155,858,4,2
6773,5,6,0,0,2,0,3,2012,4,0,1,2022,46,1,81,1155,858,4,2
6774,5,6,0,0,2,0,3,2012,4,0,1,1942,46,1,81,1155,858,4,2
6775,5,6,0,0,2,1,3,2015,4,0,1,1945,46,1,81,1155,858,4,2
6776,3,18,0,0,2,1,3,2011,2,0,1,2020,16,5,23,1156,859,4,0
6777,4,18,0,0,6,1,3,2012,6,0,1,2016,60,5,144,1157,860,4,0
6778,11,13,0,0,4,1,3,2015,6,0,1,2020,60,5,144,1157,860,4,0
6779,1,4,0,0,2,0,3,2012,4,0,1,2022,40,6,68,1158,861,33,0
6780,13,11,0,0,2,1,3,2012,2,0,1,2020,4,3,4,1052,778,4,10
6781,4,18,0,0,3,1,3,2012,3,0,1,2019,4,3,4,1052,778,4,10
6782,1,15,0,0,1,1,3,2007,1,0,0,1937,1,0,54,1159,862,4,0
6783,16,4,0,0,2,0,3,2014,4,0,1,1944,1,0,54,1159,862,4,3
6784,14,14,0,0,2,1,3,2015,2,0,1,2022,8,2,82,1160,863,4,9
6785,2,2,0,0,6,1,3,2014,6,0,1,2019,24,2,32,1161,864,1,0
6786,11,14,0,0,2,1,3,2015,2,0,1,2023,17,1,91,1162,865,4,0
6788,0,9,0,0,2,1,3,2014,2,0,1,2024,48,0,185,1164,867,4,0
6789,1,15,0,0,2,0,3,2007,4,0,1,2017,20,7,29,1165,310,4,5
6790,1,15,0,0,2,0,3,2009,4,0,1,2019,20,7,29,1165,310,4,5
6791,1,15,0,0,2,0,3,2009,4,0,1,1939,20,7,29,1165,310,4,5
6792,1,15,0,0,2,1,3,2010,4,0,1,2020,20,7,29,1165,310,4,5
6793,1,15,0,0,2,1,3,2010,4,0,1,1941,20,7,29,1165,310,4,5
6794,1,15,0,0,2,1,3,2013,4,0,1,2022,20,7,29,1165,310,4,5
6795,1,15,0,0,2,1,3,2013,4,0,1,1942,20,7,29,1165,310,4,5
6796,1,15,0,0,2,1,3,2015,4,0,1,2020,20,7,29,1165,310,4,5
6797,0,15,0,0,2,0,3,2005,4,0,1,1935,20,7,29,1166,310,4,5
6798,0,15,0,0,2,0,3,2015,4,0,1,2017,20,7,29,1166,310,4,5
6799,0,15,0,0,2,1,3,2015,4,0,1,2020,20,7,29,1166,310,4,5
6800,0,15,0,0,2,1,3,2015,4,0,1,2025,20,7,29,1166,310,4,5
6801,0,15,0,0,2,1,3,2015,4,0,1,1935,20,7,29,1166,310,4,5
6802,0,15,0,0,2,1,3,2015,4,0,1,1945,20,7,29,1166,310,4,5
6803,0,7,0,0,2,0,3,2012,2,0,1,2021,16,5,95,1167,868,4,0
6804,4,18,0,0,6,1,3,2011,6,0,4,2018,5,4,225,1168,869,4,0
6805,11,13,0,0,2,1,3,2013,2,0,1,2018,19,5,26,1169,663,4,9
6806,16,4,0,0,2,0,3,2012,2,0,1,2017,17,1,53,1170,870,8,6
6807,9,7,0,0,2,0,3,2009,2,0,1,2019,34,1,173,1171,871,4,2
6809,9,7,0,0,2,0,3,2013,2,0,1,2017,34,1,173,1171,871,4,2
6810,9,7,0,0,2,0,3,2013,2,0,1,2021,34,1,173,1171,871,4,2
6811,9,7,0,0,2,0,3,2013,2,0,1,2022,34,1,173,1171,871,4,2
6812,9,7,0,0,2,0,3,2013,2,0,1,1941,34,1,173,1171,871,4,2
6813,9,7,0,0,2,0,3,2014,2,0,1,2019,34,1,173,1171,871,4,2
6814,9,7,0,0,2,0,3,2014,2,0,1,2017,34,1,173,1171,871,4,2
6815,9,7,0,0,2,1,3,2014,2,0,1,2024,34,1,173,1171,871,4,2
6817,10,2,0,0,2,1,3,2011,2,0,1,2018,11,3,18,1174,874,4,0
6818,13,11,0,0,2,1,3,2014,2,0,1,2021,11,3,18,1175,875,4,0
6819,13,11,0,0,2,1,3,2015,2,0,1,2022,11,3,18,1175,875,4,0
6821,8,8,0,0,2,0,3,2014,4,0,1,2017,4,3,146,1176,876,4,4
6822,8,8,0,0,2,1,3,2014,4,0,1,2024,4,3,146,1176,876,4,4
6823,8,8,0,0,2,1,3,2014,4,0,1,2019,4,3,146,1176,876,4,4
6824,8,8,0,0,2,1,3,2015,4,0,1,2025,4,3,146,1176,876,4,4
6825,8,8,0,0,2,1,3,2015,4,0,1,2020,4,3,146,1176,876,4,4
6826,8,8,0,0,2,1,3,2015,4,0,1,2022,4,3,146,1176,876,4,4
6827,8,8,0,0,2,0,3,2015,4,0,1,2018,4,3,146,1176,876,4,4
6828,8,8,0,0,2,1,3,2015,4,0,1,1945,4,3,146,1176,876,4,4
6829,16,10,0,0,2,0,3,2005,2,0,1,1935,45,1,125,1177,877,20,2
6830,11,,0,0,0,1,3,2014,0,0,0,2021,0,0,0,1178,878,5,0
6831,9,15,0,0,2,1,3,2011,4,0,1,2022,8,2,155,1179,879,4,0
6832,9,15,0,0,2,1,3,2013,4,0,1,2024,8,2,155,1179,879,4,0
6833,1,15,0,0,2,0,3,2012,4,0,1,2017,11,3,15,1180,880,4,0
6834,1,15,0,0,2,1,3,2012,4,0,1,2022,11,3,15,1180,880,4,0
6835,5,6,0,0,8,0,3,1999,20,0,1,2029,10,0,65,1181,881,4,1
6836,5,6,0,0,2,0,3,2009,4,0,1,2021,10,0,65,1181,881,4,1
6837,5,6,0,0,2,0,3,2009,4,0,1,1939,10,0,65,1181,881,4,1
6838,5,6,0,0,2,0,3,2010,4,0,1,1940,10,0,65,1181,881,4,1
6839,5,6,0,0,2,0,3,2013,4,0,1,1933,10,0,65,1181,881,4,1
6840,5,6,0,0,2,0,3,2013,4,0,1,1943,10,0,65,1181,881,4,1
6841,14,11,0,0,2,1,3,2011,2,0,1,2019,3,2,109,1182,882,20,12
6842,14,11,0,0,2,1,3,2012,2,0,1,2022,3,2,109,1182,882,20,12
6843,2,1,0,0,4,1,3,2015,6,0,1,2022,3,2,109,1182,882,20,12
6844,15,12,0,0,9,1,3,2012,3,0,1,2020,6,5,248,1183,883,4,0
6845,8,8,0,0,2,0,3,2012,30,0,1,2017,40,6,249,1184,884,6,0
6846,8,8,0,0,2,0,3,2013,30,0,1,2018,40,6,249,1184,884,6,0
6847,8,8,0,0,2,0,3,2014,30,0,1,2017,40,6,249,1184,884,6,0
6848,1,15,0,0,1,1,3,2006,2,0,0,1966,20,7,29,1185,885,4,5
6849,1,15,0,0,1,1,3,2007,2,0,0,1967,20,7,29,1185,885,4,5
6850,1,15,0,0,1,1,3,2007,2,0,0,1967,20,7,29,1185,885,4,5
6851,9,4,0,0,2,0,3,2009,2,0,1,2019,20,7,29,1185,885,4,5
6852,3,7,0,0,4,0,3,2005,6,0,1,2024,20,7,29,1186,885,4,0
6853,1,,0,0,2,0,3,2014,4,0,1,2019,47,0,84,1187,886,4,0
6854,1,,0,0,2,1,3,2014,4,0,1,2020,47,0,84,1187,886,4,0
6855,1,,0,0,2,1,3,2015,4,0,1,2022,47,0,84,1187,886,4,0
6857,12,13,0,0,4,1,3,2014,6,0,1,2022,11,3,18,1189,888,4,0
6858,14,11,0,0,6,1,3,2015,6,1,2,2020,11,3,18,1189,888,4,0
6859,3,2,0,0,2,1,3,2011,2,0,1,2020,17,1,196,1190,889,4,0
6860,3,2,0,0,2,1,3,2013,2,0,1,2022,17,1,196,1190,889,4,0
6861,13,14,0,0,2,1,3,2010,2,0,1,2020,2,1,237,1191,890,31,0
6862,0,7,0,0,2,0,3,1996,4,0,1,2026,1,0,54,1192,891,1,3
6863,0,7,0,0,2,0,3,1997,4,0,1,1937,1,0,54,1192,891,1,3
6864,0,7,0,0,2,0,3,1998,4,0,1,2018,1,0,54,1192,891,1,3
6865,0,7,0,0,2,0,3,2011,4,0,1,2021,1,0,54,1193,891,1,3
